Name;MJD;Filter;Mag
2006hb;54010.50272;3;15.743
2006hb;54011.45087;3;15.81
2006hb;54012.45683;3;15.9
2006hb;54015.43807;3;16.131
2006hb;54018.46347;3;16.379
2006hb;54018.47654;3;16.371
2006hb;54020.43124;3;16.542
2006hb;54020.44506;3;16.535
2006hb;54022.38948;3;16.781
2006hb;54024.45599;3;16.858
2006hb;54025.39417;3;16.935
2006hb;54029.46684;3;17.278
2006hb;54030.43896;3;17.328
2006hb;54040.40817;3;17.767
2006hb;54041.39299;3;17.852
2006hb;54043.42017;3;17.829
2006hb;54044.35765;3;17.892
2006hb;54045.35366;3;17.896
2006hb;54045.41414;3;17.897
2006hb;54046.41007;3;18.0
2006hb;54051.44582;3;18.072
2006hb;54053.4024;3;18.113
2006hb;54055.36439;3;18.23
2006hb;54056.42601;3;18.204
2006hb;54066.32329;3;18.512
2006hb;54069.31728;3;18.53
2006hb;54070.34229;3;18.482
2006hb;54076.29269;3;18.764
2006hb;54086.25926;3;19.104
2006hb;54101.2461;3;19.33
2006hb;54102.19174;3;19.36
2006hb;54007.46207;13;15.593
2006hb;54009.48027;13;15.721
2006hb;54010.50112;13;15.805
2006hb;54011.44925;13;15.87
2006hb;54012.45523;13;15.924
2006hb;54015.43647;13;16.046
2006hb;54018.46117;13;16.181
2006hb;54018.47424;13;16.194
2006hb;54019.45072;13;16.232
2006hb;54020.42894;13;16.272
2006hb;54024.45438;13;16.501
2006hb;54025.39185;13;16.613
2006hb;54029.46454;13;16.976
2006hb;54030.43734;13;17.048
2006hb;54031.49378;13;17.152
2006hb;54040.40656;13;17.577
2006hb;54044.35463;13;17.696
2006hb;54045.35065;13;17.773
2006hb;54045.41112;13;17.795
2006hb;54046.40706;13;17.77
2006hb;54051.4428;13;17.957
2006hb;54053.39935;13;18.029
2006hb;54055.36277;13;18.049
2006hb;54056.42299;13;18.145
2006hb;54066.32027;13;18.501
2006hb;54069.31427;13;18.566
2006hb;54070.33927;13;18.675
2006hb;54076.28968;13;18.829
2006hb;54086.25624;13;19.232
2006hb;54101.2431;13;19.735
2006hb;54102.17999;13;19.469
2006hb;54007.46047;14;16.139
2006hb;54008.42571;14;16.207
2006hb;54009.47866;14;16.303
2006hb;54010.49952;14;16.381
2006hb;54011.44764;14;16.425
2006hb;54012.45363;14;16.464
2006hb;54015.43486;14;16.446
2006hb;54018.45887;14;16.427
2006hb;54018.47193;14;16.546
2006hb;54019.4484;14;16.499
2006hb;54024.45275;14;16.569
2006hb;54025.38952;14;16.635
2006hb;54029.46222;14;16.976
2006hb;54030.43574;14;17.089
2006hb;54031.49147;14;17.157
2006hb;54040.40495;14;17.638
2006hb;54041.39064;14;17.734
2006hb;54043.41785;14;17.83
2006hb;54044.35162;14;17.849
2006hb;54045.34764;14;17.844
2006hb;54045.40809;14;17.91
2006hb;54046.40405;14;17.975
2006hb;54051.4398;14;18.094
2006hb;54053.39634;14;18.19
2006hb;54055.36113;14;18.302
2006hb;54056.41997;14;18.409
2006hb;54066.31727;14;18.841
2006hb;54069.31125;14;18.993
2006hb;54070.33625;14;18.924
2006hb;54076.28666;14;19.154
2006hb;54086.25321;14;19.431
2006hb;54101.24008;14;19.606
2006hb;54102.17698;14;19.761
2006hb;54102.18569;14;19.74
2006hn;54011.50494;2;17.998
2006hn;54012.5106;2;18.045
2006hn;54041.47618;2;18.676
2006hn;54070.49097;2;19.152
2006hn;54071.49617;2;19.027
2006hn;54089.45767;2;19.53
2006hn;54100.42716;2;19.342
2006hn;54011.50263;3;16.756
2006hn;54012.50828;3;16.784
2006hn;54041.47387;3;17.502
2006hn;54044.47545;3;17.566
2006hn;54044.48617;3;17.54
2006hn;54045.4779;3;17.485
2006hn;54069.42711;3;17.98
2006hn;54070.48794;3;17.97
2006hn;54071.49315;3;18.031
2006hn;54072.43748;3;18.025
2006hn;54089.45465;3;18.29
2006hn;54100.42414;3;18.471
2006hn;54011.50101;13;16.234
2006hn;54012.50668;13;16.275
2006hn;54041.47227;13;17.076
2006hn;54044.47382;13;17.141
2006hn;54044.48456;13;17.164
2006hn;54045.4763;13;17.164
2006hn;54070.48632;13;17.719
2006hn;54071.49153;13;17.752
2006hn;54072.43584;13;17.795
2006hn;54089.45306;13;18.073
2006hn;54100.42185;13;18.316
2006hn;54011.4994;14;16.011
2006hn;54012.50506;14;16.043
2006hn;54041.47067;14;16.843
2006hn;54044.47221;14;17.019
2006hn;54044.48294;14;16.956
2006hn;54045.47469;14;17.009
2006hn;54070.48471;14;17.604
2006hn;54071.48992;14;17.676
2006hn;54072.43422;14;17.643
2006hn;54089.45145;14;17.951
2006hn;54096.53876;14;18.087
2006hn;54100.41954;14;18.13
2006is;54015.457;2;16.63
2006is;54019.468;2;16.797
2006is;54020.461;2;16.922
2006is;54020.473;2;16.923
2006is;54021.471;2;16.967
2006is;54041.405;2;18.564
2006is;54044.422;2;18.743
2006is;54045.431;2;18.616
2006is;54051.435;2;18.815
2006is;54053.42;2;18.823
2006is;54056.413;2;19.054
2006is;54066.344;2;19.185
2006is;54069.336;2;19.513
2006is;54070.314;2;19.449
2006is;54072.315;2;19.285
2006is;54076.31;2;19.362
2006is;54015.455;3;16.449
2006is;54018.488;3;16.603
2006is;54019.465;3;16.684
2006is;54020.458;3;16.728
2006is;54020.47;3;16.713
2006is;54021.468;3;16.76
2006is;54041.402;3;17.653
2006is;54043.433;3;17.731
2006is;54044.371;3;17.877
2006is;54044.419;3;17.819
2006is;54045.367;3;18.052
2006is;54045.428;3;17.821
2006is;54051.432;3;18.193
2006is;54053.417;3;18.245
2006is;54056.41;3;18.392
2006is;54066.341;3;18.634
2006is;54069.333;3;18.664
2006is;54069.372;3;18.742
2006is;54070.311;3;18.724
2006is;54072.312;3;18.766
2006is;54076.307;3;18.823
2006is;54086.273;3;19.082
2006is;54015.453;13;16.498
2006is;54018.486;13;16.661
2006is;54019.464;13;16.77
2006is;54020.456;13;16.788
2006is;54020.468;13;16.845
2006is;54021.466;13;16.873
2006is;54041.4;13;17.312
2006is;54043.43;13;17.476
2006is;54044.369;13;17.439
2006is;54044.417;13;17.492
2006is;54045.365;13;17.552
2006is;54045.426;13;17.517
2006is;54051.43;13;17.863
2006is;54053.414;13;18.047
2006is;54056.407;13;18.106
2006is;54066.339;13;18.36
2006is;54069.331;13;18.514
2006is;54069.37;13;18.625
2006is;54070.309;13;18.409
2006is;54072.31;13;18.545
2006is;54076.304;13;18.573
2006is;54086.27;13;18.968
2006is;54015.451;14;17.341
2006is;54018.485;14;17.57
2006is;54019.462;14;17.561
2006is;54020.453;14;17.696
2006is;54020.466;14;17.78
2006is;54021.463;14;17.784
2006is;54041.398;14;17.628
2006is;54043.428;14;17.744
2006is;54044.367;14;17.767
2006is;54044.414;14;17.756
2006is;54045.363;14;17.767
2006is;54045.423;14;17.859
2006is;54051.427;14;18.138
2006is;54053.412;14;18.268
2006is;54056.405;14;18.537
2006is;54066.337;14;18.931
2006is;54069.328;14;19.064
2006is;54069.367;14;18.874
2006is;54070.306;14;19.006
2006is;54072.308;14;18.992
2006is;54076.302;14;19.419
2006is;54086.267;14;19.405
2006je;54029.45;2;19.757
2006je;54030.352;2;20.181
2006je;54031.424;2;20.129
2006je;54040.261;2;21.209
2006je;54029.447;3;18.677
2006je;54030.349;3;18.871
2006je;54031.421;3;18.835
2006je;54040.25;3;19.713
2006je;54040.258;3;19.842
2006je;54051.342;3;20.056
2006je;54056.339;3;20.314
2006je;54029.445;13;18.345
2006je;54030.347;13;18.377
2006je;54031.418;13;18.469
2006je;54040.248;13;19.151
2006je;54040.256;13;19.241
2006je;54051.339;13;19.683
2006je;54052.358;13;19.621
2006je;54056.336;13;19.875
2006je;54075.146;13;20.349
2006je;54029.442;14;18.553
2006je;54030.345;14;18.526
2006je;54031.416;14;18.462
2006je;54040.245;14;19.044
2006je;54040.254;14;18.969
2006je;54051.336;14;19.585
2006je;54056.333;14;20.028
2006je;54075.143;14;20.442
2006ke;54031.46477;2;20.11
2006ke;54040.3742;2;20.949
2006ke;54031.46175;3;18.922
2006ke;54039.46914;3;19.428
2006ke;54040.3712;3;19.46
2006ke;54041.41617;3;19.5
2006ke;54044.38526;3;19.672
2006ke;54051.49133;3;20.251
2006ke;54070.35778;3;20.444
2006ke;54031.45941;13;18.428
2006ke;54040.36889;13;18.558
2006ke;54041.41316;13;18.664
2006ke;54043.44587;13;18.869
2006ke;54044.38223;13;18.914
2006ke;54046.43596;13;19.44
2006ke;54051.48831;13;19.922
2006ke;54056.44064;13;19.935
2006ke;54070.35477;13;20.34
2006ke;54031.45711;14;18.227
2006ke;54039.46451;14;18.215
2006ke;54040.36657;14;18.214
2006ke;54041.41014;14;18.245
2006ke;54043.44284;14;18.376
2006ke;54044.37924;14;18.501
2006ke;54045.37556;14;18.677
2006ke;54046.43293;14;18.894
2006ke;54051.4853;14;19.291
2006ke;54055.42709;14;19.469
2006ke;54056.43759;14;19.447
2006ke;54070.35175;14;20.131
2006kf;54039.42058;2;16.865
2006kf;54040.29804;2;16.833
2006kf;54051.41493;2;17.679
2006kf;54052.37668;2;17.811
2006kf;54053.37171;2;17.991
2006kf;54055.28352;2;18.258
2006kf;54056.35576;2;18.457
2006kf;54063.21072;2;19.327
2006kf;54078.31344;2;19.866
2006kf;54080.2073;2;20.084
2006kf;54081.23606;2;20.23
2006kf;54082.23503;2;20.304
2006kf;54084.21153;2;20.268
2006kf;54086.20375;2;20.389
2006kf;54039.41758;3;16.717
2006kf;54040.29502;3;16.668
2006kf;54041.31951;3;16.648
2006kf;54042.2139;3;16.668
2006kf;54051.41192;3;17.086
2006kf;54052.37366;3;17.136
2006kf;54053.36869;3;17.17
2006kf;54055.28051;3;17.354
2006kf;54056.35275;3;17.428
2006kf;54063.20771;3;17.973
2006kf;54070.25446;3;18.524
2006kf;54071.25946;3;18.6
2006kf;54076.25683;3;18.981
2006kf;54078.31043;3;18.798
2006kf;54080.20427;3;18.93
2006kf;54081.23304;3;18.911
2006kf;54082.232;3;19.113
2006kf;54084.20852;3;19.054
2006kf;54086.20074;3;19.06
2006kf;54089.36418;3;19.303
2006kf;54094.28895;3;19.225
2006kf;54039.41527;13;16.621
2006kf;54040.29272;13;16.601
2006kf;54041.31721;13;16.598
2006kf;54042.21159;13;16.585
2006kf;54052.37135;13;17.126
2006kf;54055.27818;13;17.239
2006kf;54056.35043;13;17.276
2006kf;54063.20541;13;17.656
2006kf;54070.25214;13;18.438
2006kf;54071.25712;13;18.452
2006kf;54076.25451;13;18.606
2006kf;54078.30811;13;18.724
2006kf;54080.20196;13;18.88
2006kf;54081.23074;13;18.957
2006kf;54082.22969;13;18.924
2006kf;54084.20619;13;19.069
2006kf;54086.19843;13;19.177
2006kf;54089.36187;13;19.588
2006kf;54094.28663;13;19.956
2006kf;54039.41295;14;16.87
2006kf;54040.29042;14;16.934
2006kf;54041.3149;14;16.979
2006kf;54042.20927;14;16.945
2006kf;54051.4073;14;17.611
2006kf;54052.36904;14;17.559
2006kf;54055.24792;14;17.703
2006kf;54055.27584;14;17.569
2006kf;54056.34809;14;17.569
2006kf;54063.2031;14;17.528
2006kf;54070.24984;14;18.235
2006kf;54071.2548;14;18.2
2006kf;54076.25222;14;18.528
2006kf;54078.30582;14;18.659
2006kf;54080.19964;14;18.728
2006kf;54081.22839;14;18.9
2006kf;54082.22737;14;18.825
2006kf;54084.20389;14;18.993
2006kf;54089.35956;14;19.741
2006le;54037.21946;1;17.416
2006le;54037.22309;1;17.468
2006le;54039.45156;1;16.833
2006le;54039.45521;1;16.721
2006le;54040.3309;1;16.647
2006le;54040.33452;1;16.603
2006le;54040.35255;1;16.58
2006le;54040.35618;1;16.597
2006le;54041.38131;1;16.479
2006le;54041.38494;1;16.42
2006le;54043.40941;1;16.315
2006le;54043.41304;1;16.364
2006le;54044.34304;1;16.318
2006le;54044.34669;1;16.208
2006le;54046.38876;1;16.272
2006le;54050.48341;1;16.463
2006le;54050.48707;1;16.444
2006le;54051.47715;1;16.516
2006le;54051.4808;1;16.476
2006le;54052.39961;1;16.673
2006le;54052.40324;1;16.527
2006le;54053.4337;1;16.708
2006le;54053.43734;1;16.616
2006le;54055.3275;1;16.869
2006le;54055.33113;1;16.771
2006le;54056.39496;1;16.92
2006le;54056.39861;1;16.906
2006le;54066.30777;1;18.08
2006le;54066.3114;1;18.048
2006le;54069.29603;1;18.462
2006le;54069.29966;1;18.663
2006le;54070.29786;1;18.493
2006le;54071.3738;1;18.697
2006le;54071.37743;1;18.593
2006le;54078.34021;1;19.08
2006le;54080.36897;1;19.026
2006le;54036.48723;2;17.62
2006le;54037.21642;2;17.374
2006le;54039.44852;2;16.932
2006le;54040.32785;2;16.806
2006le;54040.34949;2;16.818
2006le;54041.37757;2;16.695
2006le;54043.40566;2;16.527
2006le;54044.33929;2;16.49
2006le;54045.33531;2;16.489
2006le;54046.38502;2;16.42
2006le;54050.47966;2;16.469
2006le;54051.47341;2;16.506
2006le;54052.39588;2;16.62
2006le;54053.42997;2;16.574
2006le;54055.32376;2;16.709
2006le;54056.3912;2;16.777
2006le;54062.23447;2;17.261
2006le;54066.30402;2;17.655
2006le;54069.29229;2;17.924
2006le;54070.29411;2;17.994
2006le;54077.40204;2;18.611
2006le;54078.33647;2;18.778
2006le;54080.36522;2;18.863
2006le;54084.34241;2;19.181
2006le;54086.24729;2;19.203
2006le;54089.41034;2;19.238
2006le;54095.28715;2;19.433
2006le;54114.33833;2;19.732
2006le;54117.25462;2;19.781
2006le;54126.34969;2;20.021
2006le;54128.15558;2;19.817
2006le;54036.47272;3;17.369
2006le;54036.48423;3;17.358
2006le;54037.21412;3;17.124
2006le;54039.4462;3;16.742
2006le;54040.32554;3;16.6
2006le;54040.34719;3;16.586
2006le;54041.37527;3;16.466
2006le;54043.40336;3;16.322
2006le;54044.33699;3;16.248
2006le;54046.38271;3;16.191
2006le;54050.47734;3;16.12
2006le;54051.47111;3;16.14
2006le;54052.39355;3;16.143
2006le;54053.42765;3;16.185
2006le;54055.32143;3;16.239
2006le;54056.38889;3;16.297
2006le;54062.23145;3;16.634
2006le;54066.30169;3;16.846
2006le;54069.28998;3;16.944
2006le;54070.29178;3;16.966
2006le;54071.36773;3;17.048
2006le;54072.28535;3;17.125
2006le;54076.27026;3;17.265
2006le;54077.39973;3;17.303
2006le;54078.33414;3;17.368
2006le;54080.36292;3;17.518
2006le;54084.33938;3;17.754
2006le;54086.24427;3;17.875
2006le;54089.40733;3;18.032
2006le;54091.36214;3;18.244
2006le;54091.37566;3;18.149
2006le;54095.28413;3;18.226
2006le;54100.1988;3;18.46
2006le;54100.30166;3;18.46
2006le;54101.21546;3;18.534
2006le;54101.2801;3;18.55
2006le;54114.33534;3;18.781
2006le;54117.25161;3;18.93
2006le;54117.28454;3;18.918
2006le;54126.34597;3;19.072
2006le;54128.15186;3;19.131
2006le;54137.16315;3;19.402
2006le;54138.13966;3;19.483
2006le;54139.17822;3;19.403
2006le;54140.22987;3;19.482
2006le;54141.1736;3;19.484
2006le;54144.14032;3;19.664
2006le;54148.1434;3;19.755
2006le;54149.10582;3;19.696
2006le;54152.20484;3;19.793
2006le;54153.12942;3;19.793
2006le;54156.20656;3;19.955
2006le;54161.14701;3;20.105
2006le;54166.12403;3;20.165
2006le;54176.14638;3;20.448
2006le;54036.48192;13;17.26
2006le;54037.21251;13;17.027
2006le;54039.44461;13;16.613
2006le;54040.32394;13;16.49
2006le;54040.34558;13;16.477
2006le;54041.37366;13;16.37
2006le;54043.40176;13;16.224
2006le;54044.33537;13;16.231
2006le;54046.38111;13;16.074
2006le;54050.47572;13;16.023
2006le;54051.4695;13;16.051
2006le;54052.39196;13;16.072
2006le;54053.42605;13;16.098
2006le;54055.31982;13;16.166
2006le;54056.38727;13;16.245
2006le;54062.22912;13;16.633
2006le;54066.30008;13;16.768
2006le;54069.28836;13;16.778
2006le;54070.29016;13;16.812
2006le;54071.36611;13;16.825
2006le;54072.28373;13;16.88
2006le;54076.26863;13;16.949
2006le;54077.39811;13;16.996
2006le;54078.33254;13;16.982
2006le;54080.36128;13;17.074
2006le;54084.33707;13;17.341
2006le;54086.24197;13;17.476
2006le;54089.40502;13;17.626
2006le;54091.37334;13;17.744
2006le;54095.28181;13;17.866
2006le;54100.29934;13;18.158
2006le;54101.27781;13;18.13
2006le;54114.33302;13;18.514
2006le;54117.24928;13;18.555
2006le;54117.28153;13;18.618
2006le;54126.34294;13;18.82
2006le;54137.16014;13;19.253
2006le;54138.13666;13;19.255
2006le;54139.1752;13;19.264
2006le;54140.22684;13;19.308
2006le;54141.17059;13;19.332
2006le;54144.1373;13;19.37
2006le;54148.14039;13;19.541
2006le;54149.10281;13;19.561
2006le;54152.20181;13;19.656
2006le;54153.12641;13;19.652
2006le;54156.20354;13;19.709
2006le;54160.15742;13;19.763
2006le;54162.18549;13;19.986
2006le;54163.14476;13;19.828
2006le;54166.12101;13;19.928
2006le;54170.14025;13;20.09
2006le;54176.14337;13;20.245
2006le;54036.47109;14;17.42
2006le;54036.47961;14;17.373
2006le;54037.21091;14;17.212
2006le;54039.44299;14;16.771
2006le;54040.32234;14;16.664
2006le;54040.34397;14;16.671
2006le;54041.37205;14;16.574
2006le;54043.40014;14;16.496
2006le;54044.33375;14;16.467
2006le;54046.37949;14;16.491
2006le;54050.4741;14;16.563
2006le;54051.46789;14;16.608
2006le;54052.39032;14;16.694
2006le;54053.42446;14;16.677
2006le;54055.31819;14;16.785
2006le;54056.38565;14;16.852
2006le;54062.22682;14;17.315
2006le;54066.29845;14;17.35
2006le;54069.28674;14;17.267
2006le;54070.28855;14;17.234
2006le;54071.36448;14;17.23
2006le;54072.28211;14;17.241
2006le;54076.26701;14;17.108
2006le;54077.39648;14;17.058
2006le;54078.3309;14;17.089
2006le;54080.35968;14;17.12
2006le;54084.33477;14;17.383
2006le;54086.23966;14;17.472
2006le;54089.4027;14;17.67
2006le;54091.37103;14;17.808
2006le;54095.27948;14;18.0
2006le;54100.19414;14;18.312
2006le;54100.29704;14;18.183
2006le;54101.27551;14;18.358
2006le;54114.33069;14;18.868
2006le;54117.24697;14;18.841
2006le;54117.27851;14;18.856
2006le;54126.33992;14;19.093
2006le;54137.15713;14;19.549
2006le;54138.13366;14;19.668
2006le;54139.17218;14;19.489
2006le;54140.22382;14;19.758
2006le;54144.13428;14;19.756
2006le;54148.13736;14;20.0
2006le;54149.0998;14;19.653
2006le;54152.19879;14;20.056
2006le;54153.1234;14;20.1
2006le;54156.20053;14;20.072
2006le;54160.15439;14;20.216
2006le;54161.14097;14;19.975
2006le;54166.118;14;20.035
2006le;54170.13726;14;20.44
2006le;54176.14036;14;20.238
2006lf;54039.43477;1;17.844
2006lf;54039.43841;1;17.843
2006lf;54040.31652;1;17.771
2006lf;54036.49964;2;18.669
2006lf;54037.19888;2;18.428
2006lf;54039.43174;2;17.984
2006lf;54040.30984;2;17.936
2006lf;54041.36672;2;17.766
2006lf;54043.39486;2;17.686
2006lf;54044.32911;2;17.64
2006lf;54050.46972;2;17.841
2006lf;54051.46281;2;17.905
2006lf;54052.4159;2;17.986
2006lf;54053.39164;2;18.061
2006lf;54055.35411;2;18.321
2006lf;54056.37951;2;18.444
2006lf;54062.22224;2;19.103
2006lf;54064.24762;2;19.318
2006lf;54070.27771;2;19.788
2006lf;54071.45053;2;19.97
2006lf;54078.32603;2;20.199
2006lf;54081.2498;2;20.639
2006lf;54082.25399;2;20.63
2006lf;54084.22633;2;20.512
2006lf;54086.23292;2;20.847
2006lf;54089.35061;2;20.837
2006lf;54094.80427;2;21.011
2006lf;54036.49662;3;17.886
2006lf;54037.19657;3;17.663
2006lf;54039.42942;3;17.323
2006lf;54040.30753;3;17.149
2006lf;54041.3637;3;17.064
2006lf;54043.39183;3;16.99
2006lf;54044.32612;3;16.969
2006lf;54050.4667;3;16.996
2006lf;54051.45979;3;17.04
2006lf;54052.41288;3;17.107
2006lf;54053.38862;3;17.143
2006lf;54055.3511;3;17.33
2006lf;54056.37651;3;17.359
2006lf;54062.21923;3;17.684
2006lf;54064.24459;3;17.849
2006lf;54069.27249;3;18.27
2006lf;54070.27469;3;18.352
2006lf;54071.44752;3;18.432
2006lf;54072.26816;3;18.456
2006lf;54078.32302;3;18.883
2006lf;54080.35196;3;19.021
2006lf;54081.24678;3;19.023
2006lf;54082.25097;3;18.993
2006lf;54084.22333;3;19.067
2006lf;54086.22991;3;19.187
2006lf;54089.3476;3;19.386
2006lf;54091.34735;3;19.331
2006lf;54094.30125;3;19.604
2006lf;54095.27189;3;19.55
2006lf;54100.28465;3;19.727
2006lf;54100.29322;3;19.689
2006lf;54114.32303;3;20.167
2006lf;54117.31277;3;20.058
2006lf;54126.33144;3;20.36
2006lf;54036.49432;13;17.432
2006lf;54037.19498;13;17.258
2006lf;54039.4278;13;16.898
2006lf;54040.30591;13;16.799
2006lf;54041.3614;13;16.713
2006lf;54043.38952;13;16.651
2006lf;54046.4298;13;16.598
2006lf;54050.4644;13;16.705
2006lf;54051.45749;13;16.78
2006lf;54052.41057;13;16.9
2006lf;54053.38629;13;16.976
2006lf;54055.34877;13;17.141
2006lf;54056.37418;13;17.206
2006lf;54066.28529;13;17.421
2006lf;54069.27015;13;17.607
2006lf;54070.27237;13;17.677
2006lf;54071.44522;13;17.808
2006lf;54078.32071;13;18.249
2006lf;54080.34964;13;18.38
2006lf;54081.24446;13;18.417
2006lf;54082.24866;13;18.494
2006lf;54084.22103;13;18.555
2006lf;54086.2276;13;18.627
2006lf;54089.34529;13;18.705
2006lf;54091.34503;13;18.785
2006lf;54094.29893;13;18.858
2006lf;54095.26956;13;18.979
2006lf;54100.28234;13;19.152
2006lf;54100.29089;13;19.089
2006lf;54114.32072;13;19.619
2006lf;54117.30973;13;19.685
2006lf;54126.32843;13;19.944
2006lf;54135.20049;13;20.157
2006lf;54036.492;14;17.173
2006lf;54037.19337;14;16.995
2006lf;54039.42619;14;16.677
2006lf;54040.30432;14;16.589
2006lf;54041.35909;14;16.539
2006lf;54043.38722;14;16.62
2006lf;54044.32147;14;16.664
2006lf;54050.46207;14;16.894
2006lf;54051.45518;14;17.024
2006lf;54052.40824;14;17.089
2006lf;54053.38397;14;17.239
2006lf;54055.34646;14;17.424
2006lf;54056.37186;14;17.413
2006lf;54069.26782;14;17.233
2006lf;54070.27004;14;17.314
2006lf;54071.44291;14;17.444
2006lf;54078.31839;14;17.95
2006lf;54080.34733;14;18.068
2006lf;54081.24214;14;18.112
2006lf;54082.24633;14;18.15
2006lf;54084.21872;14;18.258
2006lf;54086.22531;14;18.359
2006lf;54089.34296;14;18.472
2006lf;54091.34272;14;18.634
2006lf;54094.29662;14;18.742
2006lf;54095.26725;14;18.815
2006lf;54100.27648;14;18.954
2006lf;54100.28002;14;18.981
2006lf;54100.2886;14;18.923
2006lf;54117.29336;14;19.674
2006lf;54117.3067;14;19.587
2006lf;54126.32542;14;20.052
2006lf;54135.19749;14;20.647
2006mo;54051.30661;2;17.742
2006mo;54052.21777;2;17.812
2006mo;54055.20023;2;18.123
2006mo;54056.2908;2;18.273
2006mo;54064.15025;2;19.402
2006mo;54066.18979;2;19.702
2006mo;54045.24633;3;17.758
2006mo;54046.15638;3;17.529
2006mo;54052.21475;3;17.574
2006mo;54055.1972;3;17.688
2006mo;54056.28778;3;17.789
2006mo;54064.14725;3;18.395
2006mo;54066.18679;3;18.541
2006mo;54075.13426;3;19.285
2006mo;54080.12909;3;19.639
2006mo;54081.14196;3;19.657
2006mo;54046.15407;13;17.421
2006mo;54051.3013;13;17.496
2006mo;54055.19488;13;17.705
2006mo;54056.28546;13;17.768
2006mo;54064.14493;13;18.11
2006mo;54066.18449;13;18.203
2006mo;54075.13193;13;19.067
2006mo;54076.17281;13;19.048
2006mo;54080.12608;13;19.23
2006mo;54081.13895;13;19.329
2006mo;54046.15176;14;17.477
2006mo;54051.29897;14;17.915
2006mo;54052.21013;14;17.924
2006mo;54055.19257;14;18.22
2006mo;54056.28314;14;18.35
2006mo;54064.14259;14;18.264
2006mo;54066.18218;14;18.352
2006mo;54072.23082;14;18.838
2006mo;54075.12963;14;19.02
2006mo;54076.16979;14;19.13
2006mo;54080.12306;14;19.571
2006mo;54081.13593;14;19.633
2006mp;54046.073;2;16.484
2006mp;54052.095;2;16.116
2006mp;54054.066;2;16.101
2006mp;54055.078;2;16.144
2006mp;54056.087;2;16.152
2006mp;54061.077;2;16.383
2006mp;54067.058;2;16.753
2006mp;54104.548;2;19.21
2006mp;54128.533;2;20.04
2006mp;54129.523;2;20.036
2006mp;54138.469;2;20.234
2006mp;54140.544;2;19.979
2006mp;54148.445;2;20.959
2006mp;54161.526;2;20.964
2006mp;54188.39;2;21.342
2006mp;54046.07;3;16.54
2006mp;54052.092;3;16.088
2006mp;54054.063;3;16.023
2006mp;54055.075;3;16.035
2006mp;54061.074;3;16.16
2006mp;54067.055;3;16.492
2006mp;54100.548;3;18.246
2006mp;54104.545;3;18.364
2006mp;54105.552;3;18.35
2006mp;54108.548;3;18.574
2006mp;54109.516;3;18.528
2006mp;54110.556;3;18.52
2006mp;54128.529;3;19.075
2006mp;54129.52;3;19.048
2006mp;54135.489;3;19.361
2006mp;54138.465;3;19.224
2006mp;54139.527;3;19.364
2006mp;54140.54;3;19.398
2006mp;54141.478;3;19.252
2006mp;54148.441;3;19.78
2006mp;54150.535;3;19.657
2006mp;54160.517;3;20.186
2006mp;54161.523;3;19.79
2006mp;54166.515;3;19.986
2006mp;54188.386;3;20.932
2006mp;54046.068;13;16.571
2006mp;54052.09;13;16.133
2006mp;54054.06;13;16.1
2006mp;54055.073;13;16.08
2006mp;54061.071;13;16.208
2006mp;54066.064;13;16.573
2006mp;54100.545;13;17.889
2006mp;54103.565;13;18.1
2006mp;54104.543;13;18.009
2006mp;54105.548;13;18.114
2006mp;54108.545;13;18.166
2006mp;54109.513;13;18.23
2006mp;54110.553;13;18.193
2006mp;54117.53;13;18.467
2006mp;54117.541;13;18.466
2006mp;54128.526;13;18.831
2006mp;54129.517;13;18.899
2006mp;54135.486;13;18.934
2006mp;54138.462;13;19.17
2006mp;54140.537;13;19.131
2006mp;54141.475;13;19.352
2006mp;54148.438;13;19.683
2006mp;54150.532;13;19.361
2006mp;54160.514;13;19.827
2006mp;54161.52;13;19.685
2006mp;54166.512;13;19.811
2006mp;54188.383;13;21.012
2006mp;54046.066;14;16.766
2006mp;54052.088;14;16.54
2006mp;54054.058;14;16.58
2006mp;54055.07;14;16.618
2006mp;54056.084;14;16.63
2006mp;54061.069;14;16.873
2006mp;54100.543;14;18.099
2006mp;54103.562;14;18.208
2006mp;54104.54;14;18.35
2006mp;54105.545;14;18.272
2006mp;54108.542;14;18.4
2006mp;54109.51;14;18.382
2006mp;54110.55;14;18.556
2006mp;54117.527;14;18.794
2006mp;54117.538;14;18.932
2006mp;54128.523;14;19.173
2006mp;54129.514;14;19.175
2006mp;54135.483;14;19.507
2006mp;54138.459;14;19.337
2006mp;54140.534;14;19.544
2006mp;54148.435;14;19.693
2006mp;54160.511;14;20.233
2006mp;54161.517;14;20.084
2006mp;54166.509;14;20.601
2006mp;54188.38;14;21.353
2006mq;54050.4992;1;15.66
2006mq;54051.505;1;15.656
2006mq;54051.5086;1;15.627
2006mq;54053.4879;1;15.71
2006mq;54053.4915;1;15.731
2006mq;54070.4304;1;16.087
2006mq;54070.434;1;16.109
2006mq;54089.384;1;16.224
2006mq;54045.5097;2;15.1
2006mq;54050.4961;2;15.253
2006mq;54051.5019;2;15.272
2006mq;54053.4848;2;15.336
2006mq;54070.4273;2;15.62
2006mq;54072.4224;2;15.675
2006mq;54089.3773;2;15.804
2006mq;54100.3268;2;16.014
2006mq;54101.3612;2;16.127
2006mq;54102.3662;2;16.049
