Name;MJD;Filter;Mag
2001C ;51933.28865;1;16.96
2001C ;51957.12972;1;17.917
2001C ;51963.19172;1;18.03
2001C ;51987.11832;1;18.549
2001C ;52014.11727;1;19.156
2001C ;51933.29189;2;16.425
2001C ;51957.13304;2;17.559
2001C ;51963.2138;2;17.661
2001C ;51987.12167;2;18.008
2001C ;51992.10215;2;18.082
2001C ;51994.15929;2;18.153
2001C ;52002.16551;2;18.281
2001C ;52002.16551;2;18.281
2001C ;52014.12054;2;18.424
2001C ;51933.29438;3;15.474
2001C ;51957.1356;3;16.59
2001C ;51963.20535;3;16.712
2001C ;51963.21635;3;16.733
2001C ;51987.12418;3;17.358
2001C ;51992.10469;3;17.466
2001C ;51994.16255;3;17.547
2001C ;52002.168;3;17.664
2001C ;52014.12304;3;17.956
2001C ;51933.29616;4;15.183
2001C ;51957.13747;4;16.181
2001C ;51963.20722;4;16.44
2001C ;51963.21822;4;16.426
2001C ;51987.12598;4;17.178
2001C ;51992.10653;4;17.326
2001C ;51994.16509;4;17.377
2001C ;52014.12483;4;17.965
2001C ;51933.29758;5;15.212
2001C ;51963.20872;5;16.34
2001C ;51963.21976;5;16.338
2001C ;51987.12749;5;17.313
2001C ;51992.10803;5;17.501
2001C ;51994.16697;5;17.568
2001C ;52014.12626;5;18.296
2001G ;51933.35581;1;14.772
2001G ;51986.24803;1;18.386
2001G ;51989.24924;1;18.594
2001G ;52027.12301;1;19.183
2001G ;51963.35495;2;17.59
2001G ;51986.2514;2;18.205
2001G ;51989.25255;2;18.245
2001G ;52027.127;2;18.817
2001G ;51930.31596;3;15.057
2001G ;51933.36156;3;15.051
2001G ;51963.3575;3;16.606
2001G ;51989.25512;3;17.568
2001G ;51994.27528;3;17.716
2001G ;52022.26957;3;18.367
2001G ;52027.13019;3;18.454
2001G ;52051.20023;3;19.009
2001G ;51930.31777;4;14.997
2001G ;51933.36336;4;15.007
2001G ;51963.35936;4;16.189
2001G ;51986.25582;4;17.193
2001G ;51989.25698;4;17.268
2001G ;51994.26437;4;17.503
2001G ;51994.27785;4;17.432
2001G ;52022.27204;4;18.326
2001G ;52027.13266;4;18.414
2001G ;52051.20272;4;19.087
2001G ;51930.31921;5;15.445
2001G ;51933.36478;5;15.505
2001G ;51986.25733;5;17.201
2001G ;51989.25851;5;17.255
2001G ;51994.27973;5;17.542
2001G ;52022.27383;5;18.729
2001G ;52027.13446;5;18.741
2001G ;52051.2045;5;19.117
2001N ;51933.40912;2;16.76
2001N ;51934.52686;2;16.798
2001N ;51953.24632;2;18.907
2001N ;51957.1695;2;18.891
2001N ;51933.41159;3;16.413
2001N ;51934.52943;3;16.362
2001N ;51953.24925;3;17.542
2001N ;51957.1751;3;17.619
2001N ;51933.41338;4;16.204
2001N ;51934.53133;4;16.206
2001N ;51939.30172;4;16.454
2001N ;51953.25146;4;16.95
2001N ;51957.17704;4;17.012
2001N ;51933.4148;5;16.532
2001N ;51934.53287;5;16.608
2001N ;51939.30321;5;17.059
2001N ;51953.23955;5;17.096
2001N ;51953.25332;5;17.065
2001N ;51957.17853;5;16.767
2001V ;51961.30133;1;15.607
2001V ;51962.3115;1;15.263
2001V ;51966.43417;1;14.333
2001V ;51975.26529;1;14.371
2001V ;51983.51324;1;15.067
2001V ;51984.40657;1;15.112
2001V ;51985.31483;1;15.151
2001V ;51988.24015;1;15.518
2001V ;51991.12323;1;15.926
2001V ;51994.40903;1;16.41
2001V ;51995.355;1;16.586
2001V ;51996.31128;1;16.652
2001V ;51998.29326;1;16.891
2001V ;52002.3115;1;17.341
2001V ;52018.31821;1;17.763
2001V ;52022.36152;1;17.974
2001V ;52028.11999;1;18.242
2001V ;52031.1958;1;18.255
2001V ;52040.28255;1;18.348
2001V ;51959.53666;2;16.725
2001V ;51961.30468;2;15.962
2001V ;51962.31481;2;15.636
2001V ;51963.39244;2;15.368
2001V ;51966.43748;2;14.955
2001V ;51967.40618;2;14.853
2001V ;51975.26907;2;14.721
2001V ;51980.50308;2;14.888
2001V ;51981.50539;2;14.964
2001V ;51983.50448;2;15.095
2001V ;51984.41103;2;15.117
2001V ;51985.31865;2;15.186
2001V ;51988.24392;2;15.472
2001V ;51991.1648;2;15.774
2001V ;51994.4124;2;16.179
2001V ;51995.35878;2;16.288
2001V ;51996.315;2;16.369
2001V ;51998.297;2;16.485
2001V ;52002.29929;2;16.964
2001V ;52002.31546;2;16.946
2001V ;52013.2442;2;17.539
2001V ;52020.34772;2;17.686
2001V ;52022.36617;2;17.731
2001V ;52025.18817;2;17.765
2001V ;52028.12464;2;17.775
2001V ;52031.20045;2;17.863
2001V ;52035.13508;2;17.946
2001V ;52036.15773;2;17.871
2001V ;52038.36803;2;18.001
2001V ;52051.25817;2;17.993
2001V ;52060.19082;2;18.252
2001V ;51959.53209;3;16.601
2001V ;51959.53921;3;16.58
2001V ;51961.30723;3;15.923
2001V ;51963.39497;3;15.524
2001V ;51965.32613;3;15.114
2001V ;51966.44531;3;14.975
2001V ;51967.40943;3;14.872
2001V ;51975.27161;3;14.665
2001V ;51980.50563;3;14.729
2001V ;51980.51881;3;14.702
2001V ;51981.52015;3;14.766
2001V ;51982.50203;3;14.822
2001V ;51983.50699;3;14.842
2001V ;51983.51954;3;14.861
2001V ;51984.41361;3;14.886
2001V ;51985.32116;3;14.933
2001V ;51988.24642;3;15.091
2001V ;51991.16736;3;15.288
2001V ;51994.41497;3;15.45
2001V ;51995.36132;3;15.495
2001V ;51996.3175;3;15.524
2001V ;51998.2995;3;15.622
2001V ;52002.30178;3;15.913
2001V ;52002.31866;3;15.87
2001V ;52013.24738;3;16.53
2001V ;52020.35089;3;16.759
2001V ;52022.36935;3;16.814
2001V ;52025.19134;3;16.84
2001V ;52028.12782;3;16.918
2001V ;52035.13861;3;17.122
2001V ;52036.16139;3;17.112
2001V ;52040.29038;3;17.189
2001V ;52051.26134;3;17.439
2001V ;52060.19399;3;17.652
2001V ;51959.54146;4;16.482
2001V ;51961.3091;4;15.835
2001V ;51963.39751;4;15.38
2001V ;51965.32801;4;15.05
2001V ;51966.44191;4;14.981
2001V ;51967.41201;4;14.884
2001V ;51975.27346;4;14.636
2001V ;51980.50748;4;14.743
2001V ;51980.52065;4;14.73
2001V ;51983.50883;4;14.907
2001V ;51983.52138;4;14.897
2001V ;51984.41546;4;14.948
2001V ;51985.32297;4;14.986
2001V ;51988.24826;4;15.147
2001V ;51991.16925;4;15.278
2001V ;51994.41683;4;15.369
2001V ;51995.36319;4;15.296
2001V ;52002.30358;4;15.429
2001V ;52002.30358;4;15.422
2001V ;52002.3209;4;15.453
2001V ;52013.24962;4;16.035
2001V ;52018.32762;4;16.258
2001V ;52020.35316;4;16.324
2001V ;52022.37161;4;16.397
2001V ;52025.19359;4;16.503
2001V ;52028.13009;4;16.578
2001V ;52031.20588;4;16.675
2001V ;52034.18715;4;16.756
2001V ;52035.14111;4;16.8
2001V ;52036.16411;4;16.832
2001V ;52038.37348;4;16.893
2001V ;52040.29265;4;16.987
2001V ;52051.26359;4;17.242
2001V ;52060.19623;4;17.461
2001V ;51959.54309;5;16.502
2001V ;51960.41126;5;16.131
2001V ;51961.3106;5;15.902
2001V ;51963.39938;5;15.51
2001V ;51966.44343;5;15.084
2001V ;51966.44343;5;15.083
2001V ;51967.4139;5;15.038
2001V ;51975.27497;5;14.974
2001V ;51977.50184;5;15.061
2001V ;51980.50898;5;15.128
2001V ;51980.50898;5;15.126
2001V ;51980.52215;5;15.136
2001V ;51981.52345;5;15.176
2001V ;51983.51034;5;15.284
2001V ;51983.52287;5;15.277
2001V ;51984.41697;5;15.333
2001V ;51985.32448;5;15.383
2001V ;51988.24972;5;15.462
2001V ;51991.17078;5;15.47
2001V ;51994.41836;5;15.384
2001V ;51995.36469;5;15.378
2001V ;52002.30503;5;15.262
2001V ;52002.30503;5;15.252
2001V ;52002.3227;5;15.266
2001V ;52020.35494;5;16.124
2001V ;52022.3734;5;16.224
2001V ;52025.19538;5;16.322
2001V ;52031.20769;5;16.555
2001V ;52035.14325;5;16.716
2001V ;52036.15155;5;16.766
2001V ;52036.1666;5;16.73
2001V ;52040.29446;5;16.934
2001V ;52051.26537;5;17.29
2001ah;52002.34491;2;17.701
2001ah;52002.36223;2;17.723
2001ah;52032.14931;2;19.702
2001ah;52034.1606;2;19.792
2001ah;52037.18672;2;19.941
2001ah;52040.26889;2;20.337
2001ah;52051.21612;2;20.772
2001ah;52002.34855;3;17.684
2001ah;52032.15295;3;18.708
2001ah;52034.16424;3;18.876
2001ah;52038.35392;3;19.064
2001ah;52040.27253;3;19.239
2001ah;52051.21976;3;19.731
2001ah;52060.17412;3;20.36
2001ah;52002.35127;4;17.715
2001ah;52032.15569;4;18.347
2001ah;52034.16694;4;18.374
2001ah;52037.1931;4;18.467
2001ah;52038.35662;4;18.554
2001ah;52040.27525;4;18.494
2001ah;52051.22247;4;19.085
2001ah;52060.17684;4;19.441
2001ah;52002.35378;5;17.921
2001ah;52032.15818;5;18.763
2001ah;52034.16943;5;18.705
2001ah;52036.14873;5;18.703
2001ah;52037.17925;5;18.619
2001ah;52037.18024;5;18.633
2001ah;52040.27774;5;18.647
2001ah;52051.22494;5;19.29
2001ah;52060.17933;5;19.754
2001ay;52022.42715;1;16.442
2001ay;52026.16162;1;16.565
2001ay;52030.25066;1;16.86
2001ay;52034.31075;1;17.307
2001ay;52036.32281;1;17.549
2001ay;52037.29863;1;17.707
2001ay;52040.38023;1;17.884
2001ay;52045.34269;1;18.404
2001ay;52051.27613;1;18.44
2001ay;52052.43035;1;18.68
2001ay;52056.19054;1;18.848
2001ay;52059.28594;1;19.21
2001ay;52073.25666;1;19.619
2001ay;52111.22964;1;19.878
2001ay;52022.43041;2;16.73
2001ay;52030.25394;2;16.988
2001ay;52040.3835;2;17.662
2001ay;52045.34581;2;18.08
2001ay;52051.2794;2;18.399
2001ay;52052.43362;2;18.56
2001ay;52056.19382;2;18.709
2001ay;52059.28919;2;18.954
2001ay;52073.25993;2;19.279
2001ay;52111.21722;2;19.987
2001ay;52111.23366;2;19.853
2001ay;52122.14581;2;19.939
2001ay;52022.43288;3;16.618
2001ay;52029.13855;3;16.741
2001ay;52030.25642;3;16.735
2001ay;52038.39411;3;16.983
2001ay;52040.38597;3;17.101
2001ay;52045.34823;3;17.33
2001ay;52045.34823;3;17.332
2001ay;52051.28189;3;17.544
2001ay;52052.4361;3;17.579
2001ay;52056.19628;3;17.764
2001ay;52059.29168;3;17.932
2001ay;52073.26242;3;18.375
2001ay;52111.22039;3;19.081
2001ay;52111.23684;3;19.093
2001ay;52122.14899;3;19.365
2001ay;52022.43466;4;16.561
2001ay;52029.14037;4;16.663
2001ay;52030.25822;4;16.693
2001ay;52034.31831;4;16.822
2001ay;52036.33039;4;16.85
2001ay;52037.30617;4;16.905
2001ay;52038.3959;4;16.91
2001ay;52040.38775;4;16.899
2001ay;52045.34997;4;17.024
2001ay;52049.1415;4;17.028
2001ay;52051.28369;4;17.094
2001ay;52052.43791;4;17.121
2001ay;52052.43791;4;17.107
2001ay;52056.19808;4;17.24
2001ay;52059.29347;4;17.411
2001ay;52111.23934;4;19.011
2001ay;52022.43609;5;16.776
2001ay;52026.17062;5;16.752
2001ay;52029.14182;5;16.817
2001ay;52030.25966;5;16.867
2001ay;52036.33185;5;17.026
2001ay;52037.30762;5;17.04
2001ay;52038.39734;5;17.061
2001ay;52040.3892;5;17.027
2001ay;52045.35134;5;17.01
2001ay;52051.28514;5;16.958
2001ay;52052.43935;5;16.948
2001ay;52056.19953;5;16.991
2001ay;52059.29491;5;17.103
2001ay;52073.26564;5;17.622
2001ay;52111.22468;5;18.719
2001ay;52111.24113;5;18.687
2001az;52034.39608;1;17.185
2001az;52037.33847;1;17.364
2001az;52034.39936;2;17.189
2001az;52036.34204;2;17.221
2001az;52037.34175;2;17.325
2001az;52038.40943;2;17.358
2001az;52040.41903;2;17.473
2001az;52051.37325;2;18.543
2001az;52081.42372;2;20.279
2001az;52034.40185;3;17.123
2001az;52036.34455;3;17.178
2001az;52038.41191;3;17.265
2001az;52040.42152;3;17.359
2001az;52051.37575;3;17.967
2001az;52034.40366;4;17.017
2001az;52036.34635;4;17.081
2001az;52037.3333;4;17.119
2001az;52037.33428;4;17.114
2001az;52037.34605;4;17.153
2001az;52040.42331;4;17.268
2001az;52051.37753;4;17.833
2001az;52081.4294;4;19.173
2001az;52034.40513;5;17.542
2001az;52036.34781;5;17.562
2001az;52037.3475;5;17.62
2001az;52040.42476;5;17.839
2001az;52051.37899;5;18.452
2001az;52081.43119;5;19.047
2001bf;52047.38542;1;14.745
2001bf;52050.45251;1;15.102
2001bf;52051.41358;1;15.089
2001bf;52053.43769;1;15.294
2001bf;52056.33959;1;15.598
2001bf;52059.29858;1;15.878
2001bf;52075.25477;1;17.8
2001bf;52081.44911;1;18.004
2001bf;52169.26125;1;19.354
2001bf;52047.38868;2;15.093
2001bf;52050.45576;2;15.211
2001bf;52051.41685;2;15.247
2001bf;52053.44095;2;15.371
2001bf;52056.34286;2;15.57
2001bf;52059.30185;2;15.822
2001bf;52075.25802;2;17.437
2001bf;52169.26531;2;18.992
2001bf;52188.13976;2;19.373
2001bf;52047.39117;3;15.008
2001bf;52050.45825;3;15.067
2001bf;52051.41933;3;15.097
2001bf;52053.44343;3;15.175
2001bf;52056.34534;3;15.313
2001bf;52059.30433;3;15.44
2001bf;52075.26053;3;16.384
2001bf;52081.45637;3;16.623
2001bf;52169.26851;3;18.594
2001bf;52188.14225;3;19.043
2001bf;52047.39299;4;14.912
2001bf;52050.46006;4;14.967
2001bf;52051.42111;4;15.009
2001bf;52053.44522;4;15.109
2001bf;52056.34713;4;15.237
2001bf;52059.30611;4;15.279
2001bf;52075.26234;4;15.814
2001bf;52081.45885;4;16.096
2001bf;52169.27101;4;18.741
2001bf;52047.39443;5;15.042
2001bf;52050.4615;5;15.111
2001bf;52051.42257;5;15.148
2001bf;52053.44668;5;15.246
2001bf;52056.34859;5;15.322
2001bf;52059.30757;5;15.268
2001bf;52075.26378;5;15.462
2001bf;52169.27279;5;18.36
2001cp;52102.30186;2;16.958
2001cp;52084.39325;3;16.217
2001cp;52113.28851;3;17.294
2001cp;52113.32006;3;17.317
2001cp;52188.10036;3;19.477
2001cp;52084.39507;4;16.069
2001cp;52113.2903;4;16.928
2001cp;52113.32185;4;16.938
2001cp;52084.39652;5;16.135
2001cp;52113.29176;5;17.154
2001da;52109.45175;1;15.125
2001da;52118.37714;1;16.629
2001da;52121.45588;1;17.198
2001da;52197.13816;1;19.34
2001da;52109.45507;2;15.727
2001da;52118.38049;2;16.421
2001da;52164.34997;2;18.938
2001da;52188.19547;2;19.142
2001da;52197.12802;2;19.253
2001da;52109.45756;3;15.535
2001da;52110.39498;3;15.563
2001da;52121.46171;3;16.102
2001da;52164.35314;3;18.048
2001da;52188.19867;3;18.612
2001da;52197.13123;3;18.775
2001da;52109.4594;4;15.408
2001da;52110.39676;4;15.43
2001da;52164.35561;4;17.677
2001da;52188.20117;4;18.548
2001da;52197.13374;4;18.793
2001da;52109.46087;5;15.736
2001da;52110.39821;5;15.739
2001da;52121.46499;5;16.158
2001da;52164.3574;5;17.616
2001da;52197.13588;5;18.781
2001eh;52169.32277;1;16.477
2001eh;52171.20622;1;16.639
2001eh;52172.19707;1;16.66
2001eh;52173.21206;1;16.737
2001eh;52178.38027;1;17.19
2001eh;52193.27749;1;18.757
2001eh;52204.23168;1;19.62
2001eh;52206.24733;1;19.75
2001eh;52221.13888;1;19.861
2001eh;52225.12333;1;20.039
2001eh;52226.2641;1;19.808
2001eh;52257.23285;1;20.211
2001eh;52267.22385;1;20.086
2001eh;52169.32618;2;16.822
2001eh;52170.27199;2;16.862
2001eh;52171.20943;2;16.884
2001eh;52172.2003;2;16.915
2001eh;52173.21528;2;16.922
2001eh;52178.38355;2;17.185
2001eh;52193.28072;2;18.544
2001eh;52196.19568;2;18.846
2001eh;52197.16645;2;18.885
2001eh;52204.23575;2;19.247
2001eh;52206.25137;2;19.399
2001eh;52220.14255;2;19.725
2001eh;52221.12932;2;19.81
2001eh;52222.14861;2;19.866
2001eh;52225.12722;2;19.858
2001eh;52226.268;2;19.82
2001eh;52257.22329;2;20.335
2001eh;52258.13848;2;20.306
2001eh;52261.1308;2;20.441
2001eh;52267.22778;2;20.489
2001eh;52169.32002;3;16.759
2001eh;52169.32868;3;16.777
2001eh;52170.27449;3;16.792
2001eh;52171.21194;3;16.786
2001eh;52172.20278;3;16.803
2001eh;52173.21777;3;16.8
2001eh;52178.38633;3;16.96
2001eh;52188.24149;3;17.57
2001eh;52193.28323;3;17.732
2001eh;52196.19818;3;17.879
2001eh;52197.16892;3;17.943
2001eh;52204.23892;3;18.187
2001eh;52206.25458;3;18.326
2001eh;52220.14574;3;18.788
2001eh;52221.13264;3;18.965
2001eh;52222.15182;3;18.938
2001eh;52225.13042;3;18.965
2001eh;52226.27118;3;19.061
2001eh;52257.22647;3;19.58
2001eh;52258.14167;3;19.521
2001eh;52266.19079;3;19.841
2001eh;52169.33047;4;16.684
2001eh;52170.27631;4;16.701
2001eh;52171.21373;4;16.688
2001eh;52172.20456;4;16.708
2001eh;52173.21957;4;16.697
2001eh;52178.38821;4;16.914
2001eh;52188.24329;4;17.459
2001eh;52193.285;4;17.512
2001eh;52196.19997;4;17.543
2001eh;52197.17071;4;17.567
2001eh;52204.24142;4;17.709
2001eh;52206.25707;4;17.829
2001eh;52221.12829;4;18.593
2001eh;52221.13515;4;18.533
2001eh;52222.15431;4;18.562
2001eh;52225.13291;4;18.67
2001eh;52226.27368;4;18.793
2001eh;52257.22897;4;19.563
2001eh;52261.13648;4;19.796
2001eh;52266.19328;4;19.795
2001eh;52267.23345;4;19.764
2001eh;52169.33192;5;17.048
2001eh;52170.27775;5;17.113
2001eh;52171.21517;5;17.158
2001eh;52172.20602;5;17.195
2001eh;52173.22102;5;17.142
2001eh;52178.38962;5;17.416
2001eh;52188.24473;5;17.897
2001eh;52193.28646;5;17.862
2001eh;52196.2014;5;17.824
2001eh;52204.24322;5;17.847
2001eh;52206.25889;5;17.762
2001eh;52221.13694;5;18.619
2001eh;52222.1561;5;18.628
2001eh;52225.13469;5;18.781
2001eh;52257.23078;5;19.914
2001eh;52261.13828;5;20.138
2001eh;52266.19507;5;20.287
2001eh;52267.23527;5;20.318
2001en;52197.14856;1;15.444
2001en;52206.22347;1;16.447
2001en;52221.12413;1;18.104
2001en;52222.14331;1;18.174
2001en;52225.10766;1;18.316
2001en;52257.20596;1;18.913
2001en;52258.13436;1;19.093
2001en;52266.16265;1;18.803
2001en;52267.20338;1;18.888
2001en;52196.38288;2;15.372
2001en;52197.14399;2;15.429
2001en;52206.22681;2;16.309
2001en;52221.11679;2;17.882
2001en;52222.13318;2;17.94
2001en;52225.11089;2;18.123
2001en;52226.2553;2;18.216
2001en;52257.1964;2;18.773
2001en;52258.12481;2;18.803
2001en;52267.20729;2;18.942
2001en;52196.38434;3;15.224
2001en;52197.14546;3;15.237
2001en;52206.22931;3;15.759
2001en;52221.11927;3;16.674
2001en;52222.13708;3;16.776
2001en;52225.11337;3;17.01
2001en;52226.25779;3;17.064
2001en;52257.19958;3;17.982
2001en;52258.128;3;17.977
2001en;52267.21046;3;18.206
2001en;52196.38546;4;15.158
2001en;52197.14657;4;15.186
2001en;52206.23113;4;15.835
2001en;52221.12109;4;16.152
2001en;52222.13957;4;16.241
2001en;52225.11516;4;16.489
2001en;52226.25958;4;16.555
2001en;52257.20208;4;17.706
2001en;52258.13049;4;17.686
2001en;52267.21295;4;17.989
2001en;52196.38639;5;15.534
2001en;52197.1475;5;15.566
2001en;52206.2326;5;16.135
2001en;52221.11539;5;15.898
2001en;52221.12253;5;15.876
2001en;52222.14137;5;15.964
2001en;52225.11661;5;16.225
2001en;52226.26103;5;16.288
2001en;52257.2039;5;17.718
2001en;52258.13229;5;17.822
2001en;52266.17405;5;17.917
2001en;52267.21475;5;17.966
2001ep;52195.43237;1;14.886
2001ep;52197.4639;1;14.828
2001ep;52198.30669;1;14.83
2001ep;52199.31354;1;14.823
2001ep;52205.30618;1;15.405
2001ep;52206.37925;1;15.539
2001ep;52206.39015;1;15.535
2001ep;52221.52928;1;17.272
2001ep;52226.34751;1;17.503
2001ep;52230.3824;1;18.024
2001ep;52234.30244;1;18.26
2001ep;52257.31517;1;18.72
2001ep;52267.32021;1;18.924
2001ep;52196.45727;2;15.156
2001ep;52197.45933;2;15.155
2001ep;52198.30991;2;15.08
2001ep;52199.31675;2;15.049
2001ep;52203.34341;2;15.176
2001ep;52221.52194;2;17.176
2001ep;52226.35073;2;17.644
2001ep;52230.38563;2;17.799
2001ep;52266.29782;2;18.532
2001ep;52195.43807;3;15.182
2001ep;52196.45873;3;15.104
2001ep;52197.46079;3;15.037
2001ep;52198.3124;3;15.026
2001ep;52199.31925;3;14.98
2001ep;52203.34591;3;14.979
2001ep;52205.31189;3;15.037
2001ep;52206.39601;3;15.07
2001ep;52221.52443;3;16.04
2001ep;52227.4066;3;16.406
2001ep;52230.38815;3;16.619
2001ep;52234.30814;3;16.84
2001ep;52257.30878;3;17.578
2001ep;52266.30102;3;17.769
2001ep;52267.32734;3;17.775
2001ep;52320.1734;3;18.977
2001ep;52195.43986;4;14.984
2001ep;52196.45983;4;14.95
2001ep;52197.4619;4;14.899
2001ep;52198.3142;4;14.893
2001ep;52199.32105;4;14.859
2001ep;52203.3477;4;14.879
2001ep;52205.31368;4;14.929
2001ep;52206.38692;4;14.964
2001ep;52206.39782;4;14.975
2001ep;52221.5205;4;15.621
2001ep;52221.52625;4;15.61
2001ep;52227.4084;4;15.844
2001ep;52230.38994;4;16.072
2001ep;52234.30993;4;16.355
2001ep;52257.31128;4;17.191
2001ep;52266.30351;4;17.5
2001ep;52267.32983;4;17.481
2001ep;52320.17588;4;19.116
2001ep;52195.44131;5;15.031
2001ep;52196.46075;5;14.986
2001ep;52197.46284;5;14.964
2001ep;52198.31565;5;14.99
2001ep;52199.32285;5;15.009
2001ep;52203.34913;5;15.116
2001ep;52205.31514;5;15.196
2001ep;52206.38839;5;15.251
2001ep;52206.39929;5;15.246
2001ep;52221.5277;5;15.4
2001ep;52227.40985;5;15.529
2001ep;52230.3914;5;15.69
2001ep;52234.31138;5;16.011
2001ep;52257.3131;5;17.084
2001ep;52266.3053;5;17.41
2001ep;52320.17766;5;19.207
2001fe;52227.49497;1;14.177
2001fe;52233.45095;1;14.577
2001fe;52235.45403;1;14.686
2001fe;52257.46042;1;17.184
2001fe;52263.39328;1;17.701
2001fe;52266.46172;1;17.797
2001fe;52267.48736;1;17.861
2001fe;52283.3225;1;18.188
2001fe;52292.33936;1;18.433
2001fe;52320.25019;1;19.127
2001fe;52227.4988;2;14.775
2001fe;52233.45484;2;14.872
2001fe;52235.45795;2;14.981
2001fe;52255.52802;2;16.802
2001fe;52257.45083;2;16.973
2001fe;52263.39719;2;17.398
2001fe;52266.46564;2;17.591
2001fe;52267.49128;2;17.548
2001fe;52283.3264;2;17.984
2001fe;52292.34326;2;18.189
2001fe;52320.2541;2;18.612
2001fe;52227.50128;3;14.746
2001fe;52229.38454;3;14.72
2001fe;52233.45801;3;14.77
2001fe;52235.46116;3;14.838
2001fe;52255.5312;3;15.93
2001fe;52257.45404;3;15.997
2001fe;52263.40037;3;16.342
2001fe;52266.46881;3;16.55
2001fe;52267.49448;3;16.589
2001fe;52283.32957;3;17.116
2001fe;52292.34645;3;17.353
2001fe;52320.25727;3;18.082
2001fe;52227.50308;4;14.749
2001fe;52229.38701;4;14.708
2001fe;52233.46049;4;14.816
2001fe;52235.46366;4;14.845
2001fe;52255.53369;4;15.541
2001fe;52257.45654;4;15.647
2001fe;52263.40288;4;15.911
2001fe;52266.47128;4;16.105
2001fe;52267.49696;4;16.176
2001fe;52283.33204;4;16.824
2001fe;52292.34896;4;17.182
2001fe;52320.25975;4;17.989
2001fe;52255.5355;5;15.509
2001fe;52257.45834;5;15.506
2001fe;52263.40469;5;15.641
2001fe;52266.47308;5;15.844
2001fe;52292.35075;5;17.095
2001fe;52320.26153;5;17.899
2001fh;52220.10258;1;17.505
2001fh;52221.08561;1;17.549
2001fh;52222.07096;1;17.571
2001fh;52225.09123;1;17.582
2001fh;52228.05774;1;17.887
2001fh;52231.09824;1;18.231
2001fh;52235.09314;1;19.1
2001fh;52220.09313;2;17.408
2001fh;52221.07517;2;17.358
2001fh;52222.06084;2;17.332
2001fh;52225.09583;2;17.267
2001fh;52228.06236;2;17.371
2001fh;52231.10286;2;17.656
2001fh;52235.09774;2;18.148
2001fh;52257.05852;2;19.984
2001fh;52258.0585;2;19.908
2001fh;52267.08271;2;20.213
2001fh;52220.09632;3;16.94
2001fh;52221.07906;3;16.858
2001fh;52222.06472;3;16.837
2001fh;52222.07598;3;16.799
2001fh;52225.09972;3;16.725
2001fh;52228.06624;3;16.717
2001fh;52231.10671;3;16.872
2001fh;52235.10161;3;17.198
2001fh;52257.06241;3;18.751
2001fh;52258.06238;3;18.79
2001fh;52267.0866;3;19.096
2001fh;52220.09883;4;16.399
2001fh;52221.08155;4;16.342
2001fh;52222.06723;4;16.353
2001fh;52225.10221;4;16.21
2001fh;52228.06873;4;16.301
2001fh;52231.10919;4;16.541
2001fh;52235.10409;4;16.784
2001fh;52257.06491;4;18.066
2001fh;52258.06488;4;17.993
2001fh;52267.08907;4;18.721
2001fh;52220.10064;5;16.095
2001fh;52221.08334;5;16.049
2001fh;52222.06903;5;16.058
2001fh;52225.10399;5;16.148
2001fh;52228.07052;5;16.241
2001fh;52231.11097;5;16.479
2001fh;52235.10589;5;16.651
2001fh;52257.06671;5;17.411
2001fh;52258.06668;5;17.346
2001fh;52267.09086;5;17.801
2001gb;52257.4655;2;18.653
2001gb;52267.51512;2;19.102
2001gb;52320.27152;2;20.533
2001gb;52257.4687;3;17.623
2001gb;52266.48929;3;18.235
2001gb;52267.51831;3;18.287
2001gb;52320.27469;3;19.832
2001gb;52257.4712;4;17.22
2001gb;52266.49178;4;17.594
2001gb;52267.52081;4;17.633
2001gb;52320.27716;4;19.524
2001gb;52257.47301;5;17.315
2001gb;52266.49356;5;17.386
2001gb;52267.5226;5;17.434
2001gb;52320.27895;5;19.491
2001gc;52257.38116;1;17.771
2001gc;52262.28242;1;18.368
2001gc;52267.37988;1;18.992
2001gc;52320.20541;1;20.208
2001gc;52257.37157;2;17.451
2001gc;52262.20817;2;17.996
2001gc;52262.28633;2;18.055
2001gc;52266.34858;2;18.407
2001gc;52267.38378;2;18.494
2001gc;52320.20933;2;19.812
2001gc;52257.37479;3;16.646
2001gc;52262.21139;3;16.917
2001gc;52262.28943;3;16.922
2001gc;52266.35177;3;17.111
2001gc;52267.38696;3;17.134
2001gc;52320.21251;3;19.03
2001gc;52257.37728;4;16.515
2001gc;52262.21391;4;16.643
2001gc;52262.29193;4;16.601
2001gc;52266.35431;4;16.595
2001gc;52267.38946;4;16.6
2001gc;52320.21498;4;18.682
2001gc;52257.3791;5;16.709
2001gc;52262.21572;5;16.658
2001gc;52262.29372;5;16.651
2001gc;52266.3561;5;16.506
2001gc;52267.39124;5;16.463
2001gc;52320.21677;5;18.607
2001ic;52257.16216;2;18.619
2001ic;52266.1481;2;19.743
2001ic;52267.14606;2;19.952
2001ic;52257.16536;3;18.005
2001ic;52266.15127;3;18.663
2001ic;52267.14924;3;18.759
2001ic;52257.16785;4;17.915
2001ic;52258.09845;5;18.589
2001ic;52266.15554;5;18.39
2001ie;52257.54487;1;16.964
2001ie;52260.41119;1;17.187
2001ie;52265.44689;1;18.117
2001ie;52266.50372;1;18.23
2001ie;52257.53668;2;16.881
2001ie;52260.41564;2;17.138
2001ie;52293.51376;2;19.825
2001ie;52320.29743;2;20.116
