SN;Filt;MJD;mag
2006X ;13;53800.39281;14.257
2006X ;13;53800.42672;14.266
2006X ;13;53803.43860;14.288
2006X ;13;53807.33574;14.312
2006X ;13;53811.34966;14.398
2006X ;13;53812.47630;14.467
2006X ;13;53815.37382;14.665
2006X ;13;53817.38536;14.842
2006X ;13;53818.23957;14.915
2006X ;13;53818.42987;14.913
2006X ;13;53827.35438;15.370
2006X ;13;53828.30884;15.437
2006X ;13;53829.32340;15.451
2006X ;13;53832.33457;15.626
2006X ;13;53834.24189;15.631
2006X ;13;53840.25878;15.850
2006X ;13;53841.23719;15.856
2006X ;13;53843.26120;15.932
2006X ;13;53848.24954;16.107
2006X ;13;53849.25839;16.133
2006X ;13;53857.35234;16.404
2006X ;13;53858.15736;16.422
2006X ;13;53860.16049;16.476
2006X ;13;53867.20198;16.725
2006X ;13;53870.22838;16.832
2006X ;13;53879.22363;17.117
2006X ;13;53903.23266;17.812
2006X ;13;53938.15091;18.768
2006X ;14;53776.43256;14.567
2006X ;14;53777.37462;14.337
2006X ;14;53777.38567;14.332
2006X ;14;53778.42368;14.149
2006X ;14;53778.43468;14.147
2006X ;14;53779.37073;14.007
2006X ;14;53779.38157;14.014
2006X ;14;53785.48156;13.866
2006X ;14;53786.40370;13.880
2006X ;14;53786.43531;13.829
2006X ;14;53787.40612;13.887
2006X ;14;53788.41373;13.902
2006X ;14;53788.42883;13.901
2006X ;14;53789.36354;14.007
2006X ;14;53792.33310;14.060
2006X ;14;53794.35766;14.232
2006X ;14;53795.32832;14.382
2006X ;14;53796.40346;14.423
2006X ;14;53796.43774;14.418
2006X ;14;53798.37186;14.536
2006X ;14;53799.39163;14.528
2006X ;14;53799.42651;14.527
2006X ;14;53800.39441;14.514
2006X ;14;53800.42832;14.502
2006X ;14;53803.43985;14.419
2006X ;14;53807.33734;14.294
2006X ;14;53811.35091;14.248
2006X ;14;53812.47790;14.226
2006X ;14;53813.34984;14.288
2006X ;14;53813.36745;14.247
2006X ;14;53815.37542;14.369
2006X ;14;53817.38698;14.538
2006X ;14;53818.24082;14.608
2006X ;14;53818.43113;14.616
2006X ;14;53827.35597;15.147
2006X ;14;53828.31044;15.191
2006X ;14;53829.32500;15.204
2006X ;14;53832.33585;15.371
2006X ;14;53834.24348;15.412
2006X ;14;53840.26039;15.654
2006X ;14;53841.23879;15.704
2006X ;14;53843.26280;15.763
2006X ;14;53848.25113;15.954
2006X ;14;53849.26000;16.006
2006X ;14;53857.35358;16.274
2006X ;14;53858.15896;16.299
2006X ;14;53860.16209;16.371
2006X ;14;53867.20358;16.625
2006X ;14;53879.22133;16.979
2006X ;14;53890.26693;17.353
2006X ;14;53903.23036;17.687
2006X ;14;53938.14789;18.417
2006ac; 1;53778.51368;16.042
2006ac; 1;53779.48374;16.041
2006ac; 1;53779.49686;15.954
2006ac; 1;53781.44806;16.094
2006ac; 1;53781.45170;16.082
2006ac; 1;53786.51971;16.466
2006ac; 1;53786.52335;16.484
2006ac; 1;53788.50656;16.739
2006ac; 1;53788.51020;16.749
2006ac; 1;53794.43319;17.556
2006ac; 1;53796.50858;17.717
2006ac; 1;53796.51220;17.738
2006ac; 1;53798.41914;17.982
2006ac; 1;53798.42277;17.894
2006ac; 1;53799.49941;18.153
2006ac; 1;53799.50304;18.187
2006ac; 1;53800.49793;18.373
2006ac; 1;53803.48281;18.535
2006ac; 1;53803.48645;18.486
2006ac; 1;53818.32549;19.300
2006ac; 1;53827.45134;19.397
2006ac; 1;53828.43007;19.591
2006ac; 1;53829.43194;19.766
2006ac; 1;53832.37731;19.817
2006ac; 1;53832.38094;19.830
2006ac; 1;53834.30919;19.716
2006ac; 1;53845.25843;19.792
2006ac; 2;53777.49526;16.373
2006ac; 2;53781.44501;16.265
2006ac; 2;53786.52712;16.454
2006ac; 2;53788.50351;16.545
2006ac; 2;53796.51597;17.452
2006ac; 2;53797.51873;17.616
2006ac; 2;53798.41610;17.669
2006ac; 2;53799.50682;17.867
2006ac; 2;53800.50536;17.929
2006ac; 2;53808.33375;18.987
2006ac; 2;53812.50635;19.019
2006ac; 2;53813.44443;19.128
2006ac; 2;53818.32243;19.222
2006ac; 2;53827.45875;19.512
2006ac; 2;53829.43934;19.414
2006ac; 2;53832.37428;19.646
2006ac; 2;53845.26583;19.750
2006ac; 2;53857.41265;19.984
2006ac; 2;53858.30976;19.770
2006ac; 2;53859.31849;19.823
2006ac; 2;53860.18780;19.990
2006ac; 2;53862.24229;19.778
2006ac; 2;53866.29052;20.014
2006ac; 3;53777.46311;16.302
2006ac; 3;53777.47628;16.287
2006ac; 3;53777.48916;16.287
2006ac; 3;53777.50206;16.303
2006ac; 3;53779.47775;16.138
2006ac; 3;53781.43933;16.134
2006ac; 3;53786.51736;16.201
2006ac; 3;53788.49786;16.244
2006ac; 3;53796.50624;16.763
2006ac; 3;53797.50898;16.807
2006ac; 3;53799.49707;16.940
2006ac; 3;53800.49560;17.009
2006ac; 3;53803.47407;17.169
2006ac; 3;53808.32402;17.746
2006ac; 3;53811.40029;17.823
2006ac; 3;53812.49660;17.928
2006ac; 3;53813.43469;17.929
2006ac; 3;53818.31678;18.186
2006ac; 3;53827.44899;18.453
2006ac; 3;53829.42890;18.571
2006ac; 3;53832.36861;18.539
2006ac; 3;53834.30249;18.688
2006ac; 3;53837.24331;18.716
2006ac; 3;53840.29734;18.832
2006ac; 3;53845.25537;18.903
2006ac; 3;53857.40486;19.241
2006ac; 3;53858.30675;19.217
2006ac; 3;53859.31549;19.219
2006ac; 3;53860.18478;19.243
2006ac; 3;53862.23928;19.436
2006ac;13;53777.47296;16.368
2006ac;13;53777.48585;16.355
2006ac;13;53777.49875;16.290
2006ac;13;53777.51187;16.349
2006ac;13;53778.50804;16.214
2006ac;13;53779.47443;16.187
2006ac;13;53779.49122;16.271
2006ac;13;53781.44174;16.143
2006ac;13;53786.51406;16.257
2006ac;13;53788.50025;16.340
2006ac;13;53794.42687;16.802
2006ac;13;53797.50566;16.872
2006ac;13;53798.41284;16.840
2006ac;13;53799.49371;16.842
2006ac;13;53800.49229;16.895
2006ac;13;53803.47647;16.960
2006ac;13;53808.32071;17.213
2006ac;13;53812.49330;17.495
2006ac;13;53818.31915;17.817
2006ac;13;53827.44567;18.202
2006ac;13;53828.42076;18.251
2006ac;13;53829.42416;18.387
2006ac;13;53832.37101;18.322
2006ac;13;53834.29779;18.512
2006ac;13;53837.23860;18.683
2006ac;13;53840.29263;18.577
2006ac;13;53845.25063;18.769
2006ac;13;53857.40794;19.233
2006ac;13;53858.30200;19.224
2006ac;13;53859.31074;19.302
2006ac;13;53862.23456;19.393
2006ac;13;53866.28278;19.324
2006ac;13;53867.23054;19.528
2006ac;14;53777.46141;16.702
2006ac;14;53777.47457;16.732
2006ac;14;53777.48745;16.718
2006ac;14;53777.50035;16.668
2006ac;14;53777.51347;16.750
2006ac;14;53778.50964;16.698
2006ac;14;53779.47603;16.678
2006ac;14;53781.44333;16.766
2006ac;14;53786.51566;16.964
2006ac;14;53788.50184;17.077
2006ac;14;53794.42847;17.560
2006ac;14;53796.50454;17.497
2006ac;14;53797.50726;17.500
2006ac;14;53798.41443;17.484
2006ac;14;53799.49534;17.406
2006ac;14;53800.49389;17.384
2006ac;14;53803.47808;17.290
2006ac;14;53808.32230;17.285
2006ac;14;53812.49490;17.675
2006ac;14;53818.32078;18.042
2006ac;14;53827.44729;18.517
2006ac;14;53829.42647;18.609
2006ac;14;53832.37263;18.680
2006ac;14;53834.30009;18.753
2006ac;14;53837.24090;19.009
2006ac;14;53840.29492;19.166
2006ac;14;53845.25294;19.389
2006ac;14;53857.41027;19.652
2006ac;14;53858.30432;19.949
2006ac;14;53859.31306;19.828
2006ac;14;53860.18238;19.860
2006ac;14;53866.28509;20.047
2006ah; 2;53788.46400;19.591
2006ah; 2;53799.45200;20.866
2006ah; 2;53800.45100;20.660
2006ah; 3;53786.50100;18.576
2006ah; 3;53788.45900;18.683
2006ah; 3;53796.45800;19.284
2006ah; 3;53797.44500;19.296
2006ah; 3;53799.44900;19.391
2006ah; 3;53800.44800;19.768
2006ah; 3;53803.51500;19.802
2006ah; 3;53807.41400;19.721
2006ah;13;53786.49700;18.613
2006ah;13;53788.46100;18.767
2006ah;13;53796.45300;18.968
2006ah;13;53797.44000;19.089
2006ah;13;53799.44400;19.098
2006ah;13;53800.44300;19.156
2006ah;13;53803.51800;19.087
2006ah;13;53808.38500;19.396
2006ah;14;53786.49900;19.143
2006ah;14;53788.46300;19.282
2006ah;14;53796.45500;18.984
2006ah;14;53797.44300;19.152
2006ah;14;53799.44600;19.083
2006ah;14;53800.44600;19.267
2006ah;14;53803.52100;19.218
2006ah;14;53807.41200;19.697
2006ah;14;53808.38700;19.924
2006ak; 2;53788.37428;17.723
2006ak; 2;53796.36764;18.630
2006ak; 2;53797.35412;18.677
2006ak; 2;53798.51354;18.957
2006ak; 2;53800.34598;19.206
2006ak; 2;53803.38553;19.174
2006ak; 2;53812.44170;19.882
2006ak; 2;53815.30891;20.267
2006ak; 2;53817.31443;20.431
2006ak; 2;53818.30163;20.420
2006ak; 2;53827.30417;20.164
2006ak; 2;53828.27157;20.339
2006ak; 2;53829.28194;20.279
2006ak; 3;53788.36860;17.380
2006ak; 3;53794.25697;17.804
2006ak; 3;53796.35788;17.912
2006ak; 3;53797.34438;17.985
2006ak; 3;53800.33625;18.195
2006ak; 3;53803.37988;18.499
2006ak; 3;53812.43197;18.990
2006ak; 3;53815.29917;19.323
2006ak; 3;53827.29443;19.722
2006ak; 3;53829.27221;19.541
2006ak; 3;53838.17405;19.867
2006ak; 3;53840.33741;19.990
2006ak; 3;53843.19745;20.066
2006ak;13;53788.37099;17.375
2006ak;13;53796.35458;17.885
2006ak;13;53797.34105;17.915
2006ak;13;53798.51028;17.900
2006ak;13;53800.33295;17.984
2006ak;13;53803.38227;18.075
2006ak;13;53811.32428;18.574
2006ak;13;53812.42866;18.636
2006ak;13;53815.29585;18.846
2006ak;13;53818.29835;18.931
2006ak;13;53827.29110;19.377
2006ak;13;53828.25852;19.599
2006ak;13;53829.26887;19.670
2006ak;13;53843.19413;20.116
2006ak;14;53788.37260;17.999
2006ak;14;53794.26097;18.489
2006ak;14;53796.35617;18.499
2006ak;14;53798.51187;18.453
2006ak;14;53800.33455;18.389
2006ak;14;53803.38387;18.239
2006ak;14;53811.32590;18.661
2006ak;14;53812.43027;18.576
2006ak;14;53815.29745;18.917
2006ak;14;53817.30295;19.153
2006ak;14;53818.29995;18.999
2006ak;14;53827.29271;19.573
2006ak;14;53838.17234;19.839
2006ak;14;53840.33568;19.929
2006ak;14;53843.19574;20.105
2006al; 2;53791.31713;18.678
2006al; 2;53793.30201;18.836
2006al; 2;53798.31399;19.330
2006al; 2;53799.34016;19.449
2006al; 2;53800.30590;19.803
2006al; 3;53791.31145;18.500
2006al; 3;53793.29634;18.539
2006al; 3;53798.30833;18.886
2006al; 3;53799.33042;18.901
2006al; 3;53800.29616;18.970
2006al; 3;53803.31147;19.225
2006al; 3;53811.28567;19.842
2006al; 3;53815.24573;20.142
2006al; 3;53827.25667;20.963
2006al; 3;53829.23242;20.911
2006al; 3;53843.18683;21.143
2006al;13;53791.31384;18.475
2006al;13;53793.29873;18.597
2006al;13;53797.30151;18.829
2006al;13;53798.31071;18.986
2006al;13;53799.32710;19.052
2006al;13;53800.29285;19.051
2006al;13;53803.31384;19.248
2006al;13;53811.28804;19.591
2006al;13;53815.24243;19.813
2006al;13;53827.25334;20.554
2006al;13;53841.17640;21.151
2006al;14;53791.31545;18.988
2006al;14;53793.30032;19.114
2006al;14;53797.30310;19.337
2006al;14;53800.29446;19.583
2006al;14;53803.31545;19.693
2006al;14;53811.28968;19.614
2006al;14;53828.21902;20.191
2006al;14;53838.16079;20.225
2006an; 2;53794.38500;18.474
2006an; 2;53796.39800;18.454
2006an; 2;53797.40100;18.537
2006an; 2;53798.35100;18.493
2006an; 2;53799.38600;18.628
2006an; 2;53800.38900;18.598
2006an; 2;53803.42500;19.075
2006an; 2;53817.38100;20.005
2006an; 2;53827.38500;20.705
2006an; 3;53794.37900;18.032
2006an; 3;53796.38700;18.191
2006an; 3;53797.39100;18.149
2006an; 3;53798.34400;18.229
2006an; 3;53799.37600;18.304
2006an; 3;53800.37800;18.316
2006an; 3;53803.41800;18.467
2006an; 3;53812.46200;19.102
2006an; 3;53813.33300;19.253
2006an; 3;53815.35900;19.241
2006an; 3;53817.37100;19.321
2006an; 3;53827.37500;20.028
2006an;13;53794.38100;18.102
2006an;13;53796.38300;18.213
2006an;13;53797.38700;18.213
2006an;13;53798.34700;18.302
2006an;13;53799.37200;18.354
2006an;13;53800.37400;18.388
2006an;13;53803.42100;18.573
2006an;13;53812.45800;19.033
2006an;13;53813.32900;18.948
2006an;13;53815.35500;19.046
2006an;13;53817.36700;19.072
2006an;13;53827.37100;19.579
2006an;14;53794.38300;18.722
2006an;14;53796.38500;18.837
2006an;14;53797.38900;18.885
2006an;14;53798.34900;18.915
2006an;14;53799.37400;18.987
2006an;14;53800.37600;19.180
2006an;14;53803.42300;19.380
2006an;14;53812.46000;19.816
2006an;14;53813.33100;19.494
2006an;14;53815.35700;19.445
2006an;14;53817.36900;19.591
2006an;14;53827.37300;19.595
2006ar; 2;53803.33519;17.690
2006ar; 2;53807.29184;16.930
2006ar; 2;53810.24993;16.600
2006ar; 2;53811.27144;16.488
2006ar; 2;53815.29126;16.614
2006ar; 2;53817.29347;16.616
2006ar; 3;53803.32948;17.537
2006ar; 3;53805.21534;17.116
2006ar; 3;53807.28139;16.823
2006ar; 3;53810.24213;16.495
2006ar; 3;53811.26365;16.436
2006ar; 3;53812.37093;16.409
2006ar; 3;53815.28082;16.358
2006ar; 3;53817.28301;16.387
2006ar;13;53803.33188;17.416
2006ar;13;53808.26507;16.597
2006ar;13;53810.24522;16.477
2006ar;13;53811.26674;16.410
2006ar;13;53812.36551;16.364
2006ar;13;53815.27538;16.326
2006ar;13;53817.27757;16.487
2006ar;14;53805.21291;17.282
2006ar;14;53807.27896;17.005
2006ar;14;53808.26808;16.959
2006ar;14;53810.24755;16.857
2006ar;14;53811.26906;16.870
2006ar;14;53812.36852;16.905
2006ar;14;53817.28058;17.088
2006ax; 1;53818.37726;15.456
2006ax; 1;53818.38089;15.450
2006ax; 1;53819.26618;15.315
2006ax; 1;53819.26981;15.297
2006ax; 1;53820.28743;15.061
2006ax; 1;53820.29108;15.064
2006ax; 1;53825.30337;14.788
2006ax; 1;53825.30700;14.797
2006ax; 1;53827.27569;14.809
2006ax; 1;53827.27933;14.820
2006ax; 1;53828.24346;14.916
2006ax; 1;53829.24686;15.016
2006ax; 1;53829.25049;15.087
2006ax; 1;53832.23529;15.243
2006ax; 1;53832.23891;15.236
2006ax; 1;53833.19287;15.453
2006ax; 1;53839.18286;16.140
2006ax; 1;53843.21660;16.479
2006ax; 1;53843.22022;16.519
2006ax; 1;53845.20152;16.850
2006ax; 1;53845.20516;16.806
2006ax; 1;53846.20353;16.961
2006ax; 1;53846.20716;16.923
2006ax; 1;53848.17975;17.213
2006ax; 1;53848.18337;17.212
2006ax; 1;53849.18773;17.331
2006ax; 1;53849.19138;17.272
2006ax; 1;53858.18519;18.002
2006ax; 1;53858.18883;18.085
2006ax; 1;53859.16187;18.099
2006ax; 1;53859.16551;18.029
2006ax; 1;53860.13973;18.132
2006ax; 1;53870.18176;18.227
2006ax; 1;53879.20435;18.778
2006ax; 1;53879.20799;18.793
2006ax; 1;53899.16309;18.597
2006ax; 1;53899.16673;18.578
2006ax; 2;53817.33131;16.136
2006ax; 2;53818.37420;15.903
2006ax; 2;53819.26312;15.737
2006ax; 2;53820.28439;15.599
2006ax; 2;53825.30031;15.240
2006ax; 2;53827.28309;15.208
2006ax; 2;53828.24723;15.230
2006ax; 2;53829.25426;15.242
2006ax; 2;53832.23224;15.372
2006ax; 2;53833.20030;15.456
2006ax; 2;53840.22108;16.139
2006ax; 2;53843.22399;16.370
2006ax; 2;53845.20892;16.569
2006ax; 2;53846.21094;16.671
2006ax; 2;53848.18714;16.890
2006ax; 2;53849.19514;16.998
2006ax; 2;53857.26131;17.682
2006ax; 2;53858.19262;17.698
2006ax; 2;53859.16929;17.791
2006ax; 2;53860.14713;17.875
2006ax; 2;53870.17802;18.180
2006ax; 2;53879.20130;18.394
2006ax; 2;53899.16005;18.802
2006ax; 3;53817.32153;16.176
2006ax; 3;53818.36854;15.955
2006ax; 3;53820.27872;15.645
2006ax; 3;53825.29465;15.252
2006ax; 3;53827.27337;15.213
2006ax; 3;53829.24451;15.219
2006ax; 3;53832.22657;15.307
2006ax; 3;53833.19052;15.343
2006ax; 3;53834.19868;15.387
2006ax; 3;53839.17052;15.715
2006ax; 3;53840.21131;15.740
2006ax; 3;53843.21426;15.891
2006ax; 3;53845.19919;15.999
2006ax; 3;53846.20119;16.053
2006ax; 3;53848.17740;16.156
2006ax; 3;53849.18539;16.204
2006ax; 3;53857.25566;16.641
2006ax; 3;53858.18285;16.684
2006ax; 3;53859.15957;16.744
2006ax; 3;53860.13741;16.785
2006ax; 3;53870.17499;17.330
2006ax; 3;53879.19899;17.506
2006ax; 3;53899.15771;18.030
2006ax;13;53817.31821;16.200
2006ax;13;53818.37093;15.979
2006ax;13;53819.25986;15.844
2006ax;13;53820.28110;15.694
2006ax;13;53825.29702;15.354
2006ax;13;53827.27007;15.327
2006ax;13;53829.24118;15.378
2006ax;13;53832.22896;15.406
2006ax;13;53833.18722;15.469
2006ax;13;53834.19538;15.491
2006ax;13;53839.17290;15.863
2006ax;13;53840.20801;15.929
2006ax;13;53843.21095;16.005
2006ax;13;53845.19587;16.055
2006ax;13;53846.19788;16.092
2006ax;13;53848.17410;16.098
2006ax;13;53849.18207;16.107
2006ax;13;53857.25803;16.366
2006ax;13;53858.17951;16.389
2006ax;13;53859.15625;16.448
2006ax;13;53860.13409;16.493
2006ax;13;53870.17270;17.109
2006ax;13;53879.19740;17.402
2006ax;13;53899.15612;18.060
2006ax;14;53817.31982;16.447
2006ax;14;53818.37251;16.232
2006ax;14;53819.26146;16.109
2006ax;14;53820.28270;15.984
2006ax;14;53825.29865;15.838
2006ax;14;53827.27167;15.904
2006ax;14;53828.23578;15.973
2006ax;14;53829.24281;15.972
2006ax;14;53832.23057;16.097
2006ax;14;53833.18882;16.180
2006ax;14;53834.19698;16.198
2006ax;14;53840.20961;16.685
2006ax;14;53843.21256;16.729
2006ax;14;53846.19948;16.684
2006ax;14;53848.17568;16.632
2006ax;14;53849.18369;16.587
2006ax;14;53857.25963;16.525
2006ax;14;53858.18113;16.549
2006ax;14;53859.15785;16.577
2006ax;14;53860.13568;16.646
2006ax;14;53870.17040;17.229
2006ax;14;53879.19579;17.630
2006ax;14;53899.15450;18.480
2006az; 1;53820.30534;16.189
2006az; 1;53820.30898;16.300
2006az; 1;53825.28546;16.007
2006az; 1;53825.28909;16.210
2006az; 1;53827.40838;16.080
2006az; 1;53827.41201;16.140
2006az; 1;53829.37800;16.463
2006az; 1;53829.38164;16.346
2006az; 1;53832.30553;16.756
2006az; 1;53832.30917;16.727
2006az; 1;53833.16116;16.756
2006az; 1;53833.22577;16.675
2006az; 1;53834.23026;16.930
2006az; 1;53842.13229;18.045
2006az; 1;53843.25008;18.160
2006az; 1;53843.25371;18.320
2006az; 1;53844.17186;18.536
2006az; 1;53844.17550;18.716
2006az; 1;53845.23039;18.437
2006az; 1;53845.23404;18.431
2006az; 1;53846.18663;18.567
2006az; 1;53846.19027;18.772
2006az; 1;53848.23810;19.020
2006az; 1;53848.24174;18.878
2006az; 1;53849.24667;18.873
2006az; 1;53849.25031;19.818
2006az; 1;53861.40184;19.460
2006az; 2;53820.30230;16.873
2006az; 2;53825.28241;16.498
2006az; 2;53827.41578;16.520
2006az; 2;53828.37773;16.549
2006az; 2;53829.38541;16.596
2006az; 2;53831.18650;16.679
2006az; 2;53832.30249;16.808
2006az; 2;53833.16856;16.865
2006az; 2;53833.22956;16.861
2006az; 2;53834.23767;16.921
2006az; 2;53838.23920;17.409
2006az; 2;53840.25486;17.777
2006az; 2;53841.23339;17.710
2006az; 2;53842.13605;17.884
2006az; 2;53844.17928;18.176
2006az; 2;53846.19404;18.458
2006az; 2;53848.24551;18.695
2006az; 2;53849.25407;18.796
2006az; 2;53851.22060;18.970
2006az; 2;53857.34275;19.522
2006az; 2;53859.20818;19.695
2006az; 2;53860.15671;19.814
2006az; 2;53861.39781;19.597
2006az; 2;53862.23080;19.408
2006az; 2;53867.21760;19.349
2006az; 3;53820.29664;17.000
2006az; 3;53825.27674;16.583
2006az; 3;53827.40603;16.584
2006az; 3;53829.37566;16.513
2006az; 3;53831.17675;16.669
2006az; 3;53832.29682;16.652
2006az; 3;53833.15881;16.695
2006az; 3;53833.21979;16.659
2006az; 3;53834.22793;16.747
2006az; 3;53836.27609;16.915
2006az; 3;53836.33164;16.892
2006az; 3;53837.22522;16.927
2006az; 3;53838.22944;17.017
2006az; 3;53839.22654;17.033
2006az; 3;53840.24509;17.144
2006az; 3;53841.22363;17.163
2006az; 3;53842.12633;17.263
2006az; 3;53843.24775;17.434
2006az; 3;53844.16952;17.436
2006az; 3;53845.22804;17.487
2006az; 3;53846.18428;17.570
2006az; 3;53848.23576;17.617
2006az; 3;53849.24433;17.761
2006az; 3;53851.21280;17.929
2006az; 3;53857.33499;18.485
2006az; 3;53859.20588;18.453
2006az; 3;53860.15440;18.797
2006az; 3;53861.39001;18.691
2006az; 3;53862.22850;18.561
2006az; 3;53865.35755;18.740
2006az; 3;53866.15799;18.951
2006az; 3;53867.21529;19.006
2006az;13;53820.29904;16.997
2006az;13;53825.27912;16.662
2006az;13;53827.40273;16.625
2006az;13;53828.36466;16.655
2006az;13;53831.17340;16.700
2006az;13;53832.29920;16.736
2006az;13;53833.21649;16.767
2006az;13;53834.22458;16.792
2006az;13;53836.27279;16.918
2006az;13;53836.32833;16.986
2006az;13;53837.22192;17.084
2006az;13;53838.22613;17.134
2006az;13;53839.22890;17.145
2006az;13;53840.24179;17.135
2006az;13;53841.22031;17.195
2006az;13;53842.12301;17.253
2006az;13;53843.24443;17.260
2006az;13;53844.16621;17.305
2006az;13;53845.22472;17.321
2006az;13;53846.18100;17.365
2006az;13;53848.23245;17.360
2006az;13;53849.24101;17.424
2006az;13;53851.21589;17.614
2006az;13;53857.33808;17.980
2006az;13;53858.19689;18.180
2006az;13;53859.20255;18.182
2006az;13;53860.15106;18.158
2006az;13;53861.39311;18.203
2006az;13;53862.22514;18.317
2006az;13;53865.36064;18.582
2006az;13;53866.15466;18.556
2006az;13;53867.21199;18.891
2006az;14;53820.30064;17.207
2006az;14;53825.28074;17.110
2006az;14;53827.40433;17.221
2006az;14;53828.36628;17.189
2006az;14;53831.17504;17.209
2006az;14;53832.30080;17.329
2006az;14;53833.21808;17.369
2006az;14;53834.22620;17.445
2006az;14;53836.27439;17.547
2006az;14;53836.32993;17.559
2006az;14;53837.22352;17.663
2006az;14;53838.22774;17.770
2006az;14;53840.24339;17.734
2006az;14;53841.22191;17.723
2006az;14;53842.12461;17.770
2006az;14;53843.24604;17.648
2006az;14;53844.16782;17.728
2006az;14;53845.22634;17.667
2006az;14;53846.18258;17.669
2006az;14;53848.23405;17.688
2006az;14;53849.24260;17.630
2006az;14;53851.21821;17.689
2006az;14;53857.34038;18.074
2006az;14;53858.19848;18.174
2006az;14;53859.20417;18.197
2006az;14;53860.15269;18.316
2006az;14;53861.39543;18.387
2006az;14;53862.22676;18.524
2006az;14;53865.36295;18.571
2006az;14;53866.15628;18.769
2006az;14;53867.21359;18.595
2006az;14;53870.21319;18.837
2006bb; 1;53829.16800;19.037
2006bb; 1;53834.18300;18.927
2006bb; 1;53837.15300;18.780
2006bb; 1;53837.15600;18.992
2006bb; 1;53840.17200;19.028
2006bb; 1;53843.14300;19.385
2006bb; 2;53827.18800;17.739
2006bb; 2;53828.16700;17.927
2006bb; 2;53834.19100;18.743
2006bb; 2;53840.17900;19.363
2006bb; 2;53843.15000;19.573
2006bb; 3;53827.17800;17.058
2006bb; 3;53828.15700;17.126
2006bb; 3;53834.18000;17.659
2006bb; 3;53837.15000;17.853
2006bb; 3;53839.15500;18.038
2006bb; 3;53840.16900;18.109
2006bb; 3;53843.14000;18.314
2006bb; 3;53862.14400;18.967
2006bb; 3;53865.21000;19.021
2006bb; 3;53867.14300;19.275
2006bb;13;53827.17300;17.079
2006bb;13;53828.15200;17.095
2006bb;13;53834.17600;17.302
2006bb;13;53837.14500;17.412
2006bb;13;53839.15800;17.792
2006bb;13;53840.16400;17.707
2006bb;13;53843.13500;17.954
2006bb;13;53862.13900;18.797
2006bb;13;53865.21200;18.861
2006bb;13;53867.13800;18.831
2006bb;14;53827.17500;17.709
2006bb;14;53828.15400;17.737
2006bb;14;53829.15900;17.835
2006bb;14;53834.17800;17.528
2006bb;14;53837.14700;17.527
2006bb;14;53839.15900;17.819
2006bb;14;53840.16600;17.842
2006bb;14;53843.13700;18.136
2006bb;14;53862.14100;19.076
2006bb;14;53865.21400;19.271
2006bb;14;53867.14000;19.290
2006bd; 2;53829.30600;19.526
2006bd; 2;53831.19900;20.113
2006bd; 2;53841.21600;20.734
2006bd; 2;53845.22000;20.944
2006bd; 2;53846.16000;20.898
2006bd; 2;53848.21100;21.206
2006bd; 2;53849.21900;21.208
2006bd; 2;53886.24600;22.297
2006bd; 3;53831.19600;18.349
2006bd; 3;53833.18000;18.648
2006bd; 3;53845.21700;19.843
2006bd; 3;53846.15700;19.893
2006bd; 3;53848.20800;20.096
2006bd; 3;53849.21600;19.921
2006bd; 3;53857.29900;20.532
2006bd; 3;53861.23900;21.054
2006bd; 3;53886.23600;21.015
2006bd;13;53829.29800;17.891
2006bd;13;53831.19100;18.031
2006bd;13;53833.17500;18.199
2006bd;13;53841.20800;19.002
2006bd;13;53845.21300;19.332
2006bd;13;53846.15200;19.417
2006bd;13;53848.20300;19.489
2006bd;13;53849.21200;19.519
2006bd;13;53850.21100;19.470
2006bd;13;53861.24300;20.084
2006bd;13;53886.24100;21.168
2006bd;14;53829.30000;18.060
2006bd;14;53831.19400;18.055
2006bd;14;53841.21000;18.779
2006bd;14;53845.21500;19.221
2006bd;14;53846.15500;19.202
2006bd;14;53848.20500;19.440
2006bd;14;53849.21400;19.445
2006bd;14;53850.21300;19.505
2006bd;14;53857.30500;19.970
2006bd;14;53861.24500;20.193
2006bd;14;53886.24400;21.141
2006bk; 1;53836.35862;17.584
2006bk; 2;53836.36240;17.694
2006bk; 2;53840.31782;18.001
2006bk; 2;53841.28557;18.156
2006bk; 2;53842.47521;18.379
2006bk; 2;53843.29628;18.368
2006bk; 2;53844.47603;18.430
2006bk; 2;53845.30006;18.617
2006bk; 2;53846.25690;18.782
2006bk; 2;53848.30082;18.948
2006bk; 2;53849.31144;19.069
2006bk; 2;53858.37359;19.830
2006bk; 2;53859.36009;19.899
2006bk; 2;53865.45858;20.234
2006bk; 2;53879.41784;20.375
2006bk; 2;53880.37758;20.728
2006bk; 3;53836.35264;17.323
2006bk; 3;53838.26313;17.392
2006bk; 3;53838.39354;17.327
2006bk; 3;53840.31552;17.642
2006bk; 3;53841.28324;17.439
2006bk; 3;53842.47291;17.557
2006bk; 3;53843.29398;17.624
2006bk; 3;53844.47373;17.666
2006bk; 3;53845.29775;17.697
2006bk; 3;53846.25461;17.755
2006bk; 3;53848.29851;17.920
2006bk; 3;53849.30912;17.924
2006bk; 3;53858.37057;18.421
2006bk; 3;53859.35708;18.436
2006bk; 3;53863.22403;18.726
2006bk; 3;53865.45081;18.815
2006bk; 3;53866.36453;18.762
2006bk; 3;53867.29946;19.009
2006bk; 3;53879.41483;18.961
2006bk; 3;53880.37457;19.260
2006bk; 3;53891.30824;19.453
