SN;Filt;MJD;mag
2007kk        ;B ;54406.44201;19.4445
2007kk        ;B ;54407.44709;19.7310
2007kk        ;B ;54408.52744;19.5450
2007kk        ;B ;54409.40592;19.8555
2007kk        ;B ;54411.49928;20.0090
2007kk        ;B ;54412.42499;20.1545
2007kk        ;B ;54413.44425;20.2385
2007kk        ;B ;54416.29268;20.6595
2007kk        ;B ;54419.28359;20.3725
2007kk        ;B ;54423.40652;20.5635
2007kk        ;B ;54424.45289;20.6190
2007kk        ;B ;54425.36696;20.4520
2007kk        ;B ;54437.38871;20.4220
2007kk        ;B ;54438.45051;20.9260
2007kk        ;B ;54452.23472;20.6255
2007kk        ;V ;54380.43824;17.6425
2007kk        ;V ;54383.40521;17.5695
2007kk        ;V ;54384.46396;17.5580
2007kk        ;V ;54387.43553;17.5860
2007kk        ;V ;54388.48590;17.5940
2007kk        ;V ;54389.40980;17.6310
2007kk        ;V ;54394.46541;17.8480
2007kk        ;V ;54395.40632;17.8550
2007kk        ;V ;54398.48444;18.0505
2007kk        ;V ;54402.39940;18.4460
2007kk        ;V ;54404.47073;18.4375
2007kk        ;V ;54405.49565;18.4775
2007kk        ;V ;54406.43645;18.4450
2007kk        ;V ;54407.44154;18.5230
2007kk        ;V ;54408.52189;18.6700
2007kk        ;V ;54409.40037;18.5840
2007kk        ;V ;54411.49375;18.7480
2007kk        ;V ;54412.41943;18.7810
2007kk        ;V ;54413.43870;18.9005
2007kk        ;V ;54416.28713;19.1090
2007kk        ;V ;54419.27802;19.2305
2007kk        ;V ;54423.40095;19.4440
2007kk        ;V ;54424.44707;19.3780
2007kk        ;V ;54425.34642;19.5065
2007kk        ;V ;54431.33028;19.6170
2007kk        ;V ;54433.29564;19.7780
2007kk        ;V ;54437.38274;19.7365
2007kk        ;V ;54438.44557;19.7755
2007kk        ;V ;54440.33333;19.9975
2007kk        ;V ;54452.22917;19.9440
2007kk        ;V ;54454.22728;20.0385
2007kk        ;r';54380.43522;17.6130
2007kk        ;r';54383.40220;17.5290
2007kk        ;r';54384.46094;17.5055
2007kk        ;r';54387.43251;17.5190
2007kk        ;r';54388.48288;17.5505
2007kk        ;r';54389.40678;17.5840
2007kk        ;r';54394.46238;17.8065
2007kk        ;r';54395.40331;17.8005
2007kk        ;r';54398.48145;18.0210
2007kk        ;r';54402.39640;18.0250
2007kk        ;r';54404.46772;18.1215
2007kk        ;r';54405.49263;18.1835
2007kk        ;r';54406.43344;18.1205
2007kk        ;r';54407.43853;18.1455
2007kk        ;r';54408.51888;18.1960
2007kk        ;r';54409.39736;18.2165
2007kk        ;r';54411.49072;18.2965
2007kk        ;r';54412.41643;18.3390
2007kk        ;r';54413.43569;18.4065
2007kk        ;r';54416.28412;18.5755
2007kk        ;r';54419.27501;18.7650
2007kk        ;r';54423.39794;18.9960
2007kk        ;r';54424.44405;18.9735
2007kk        ;r';54425.36450;18.9450
2007kk        ;r';54431.36026;19.1760
2007kk        ;r';54433.29263;19.4420
2007kk        ;r';54437.37973;19.3890
2007kk        ;r';54438.44255;19.4080
2007kk        ;r';54440.33031;19.3855
2007kk        ;r';54452.22615;19.9605
2007kk        ;r';54454.22427;19.9790
2007kk        ;r';54462.25482;20.1460
2007kk        ;i';54380.43221;18.0100
2007kk        ;i';54383.39918;18.0055
2007kk        ;i';54384.45792;18.0135
2007kk        ;i';54387.42949;18.0490
2007kk        ;i';54388.47988;18.0460
2007kk        ;i';54389.40376;18.1060
2007kk        ;i';54394.45936;18.3900
2007kk        ;i';54395.40030;18.5380
2007kk        ;i';54398.47843;18.5645
2007kk        ;i';54402.39339;18.5705
2007kk        ;i';54404.46472;18.5270
2007kk        ;i';54405.48962;18.4165
2007kk        ;i';54406.43042;18.4070
2007kk        ;i';54407.43552;18.3795
2007kk        ;i';54408.51587;18.3750
2007kk        ;i';54409.39433;18.3805
2007kk        ;i';54411.48771;18.3515
2007kk        ;i';54412.41340;18.3880
2007kk        ;i';54413.43268;18.4250
2007kk        ;i';54416.28109;18.5375
2007kk        ;i';54419.27199;18.6285
2007kk        ;i';54423.39492;19.0125
2007kk        ;i';54424.44104;19.0455
2007kk        ;i';54425.36149;19.0550
2007kk        ;i';54431.37375;19.3005
2007kk        ;i';54433.28960;19.3375
2007kk        ;i';54437.37673;19.3820
2007kk        ;i';54438.43954;19.4820
2007kk        ;i';54440.32730;19.6735
2007kk        ;i';54452.22314;19.9800
2007kk        ;i';54454.22125;20.0760
2007kk        ;i';54461.33847;20.2345
2007kk        ;i';54462.25179;20.3625
2007le        ;B ;54391.16998;14.4690
2007le        ;B ;54392.14383;14.3310
2007le        ;B ;54393.11968;14.2070
2007le        ;B ;54401.31741;14.0415
2007le        ;B ;54402.19598;14.0555
2007le        ;B ;54404.17185;14.1320
2007le        ;B ;54406.16222;14.2530
2007le        ;B ;54407.23961;14.3410
2007le        ;B ;54408.13079;14.4070
2007le        ;B ;54409.27571;14.5215
2007le        ;B ;54411.13330;14.6910
2007le        ;B ;54412.16575;14.8020
2007le        ;B ;54414.10176;15.0050
2007le        ;B ;54415.12891;15.1160
2007le        ;B ;54419.10149;15.5420
2007le        ;B ;54430.06851;16.6140
2007le        ;B ;54433.13748;16.6340
2007le        ;B ;54439.07890;16.8715
2007le        ;B ;54455.13418;17.1140
2007le        ;V ;54391.16697;14.2430
2007le        ;V ;54392.14083;14.1140
2007le        ;V ;54393.11667;13.9900
2007le        ;V ;54401.31439;13.6695
2007le        ;V ;54402.19296;13.6800
2007le        ;V ;54404.16885;13.7060
2007le        ;V ;54406.15921;13.7795
2007le        ;V ;54407.23659;13.8270
2007le        ;V ;54408.12777;13.8780
2007le        ;V ;54409.27270;13.9530
2007le        ;V ;54411.13028;14.0660
2007le        ;V ;54412.16680;14.1690
2007le        ;V ;54414.09874;14.2640
2007le        ;V ;54415.12591;14.3135
2007le        ;V ;54419.09848;14.4940
2007le        ;V ;54427.11132;14.8515
2007le        ;V ;54430.06551;15.0410
2007le        ;V ;54433.13444;15.2690
2007le        ;V ;54439.07589;15.5715
2007le        ;V ;54454.12978;16.0430
2007le        ;V ;54455.13116;16.0915
2007le        ;V ;54456.09383;16.1020
2007le        ;V ;54457.16917;16.1440
2007le        ;V ;54462.16450;16.2775
2007le        ;V ;54476.07343;16.6440
2007le        ;V ;54483.10145;16.7850
2007le        ;r';54391.16464;14.1080
2007le        ;r';54392.13852;13.9950
2007le        ;r';54393.11435;13.8890
2007le        ;r';54401.31206;13.6200
2007le        ;r';54402.19065;13.6300
2007le        ;r';54404.16653;13.6830
2007le        ;r';54406.15692;13.7720
2007le        ;r';54407.23427;13.8430
2007le        ;r';54408.12546;13.9070
2007le        ;r';54409.27038;13.9930
2007le        ;r';54411.12798;14.1400
2007le        ;r';54412.16193;14.2130
2007le        ;r';54414.09643;14.2980
2007le        ;r';54415.12360;14.3225
2007le        ;r';54419.09618;14.3730
2007le        ;r';54427.10900;14.5050
2007le        ;r';54430.06318;14.6790
2007le        ;r';54433.13213;14.8980
2007le        ;r';54439.07358;15.2530
2007le        ;r';54454.12746;15.7900
2007le        ;r';54455.12884;15.8380
2007le        ;r';54456.09150;15.8740
2007le        ;r';54457.16685;15.9205
2007le        ;r';54462.16287;16.0930
2007le        ;r';54476.07181;16.5080
2007le        ;r';54483.09913;16.7690
2007le        ;i';54391.16233;14.4040
2007le        ;i';54392.13619;14.3050
2007le        ;i';54393.11204;14.2250
2007le        ;i';54401.30974;14.2300
2007le        ;i';54402.18832;14.2550
2007le        ;i';54404.16423;14.3200
2007le        ;i';54406.15459;14.4330
2007le        ;i';54407.23196;14.5035
2007le        ;i';54408.12314;14.5790
2007le        ;i';54409.26806;14.6880
2007le        ;i';54411.12566;14.8350
2007le        ;i';54412.15762;14.9140
2007le        ;i';54414.09412;14.9350
2007le        ;i';54415.12130;14.9240
2007le        ;i';54419.09387;14.8340
2007le        ;i';54427.10669;14.6545
2007le        ;i';54430.06086;14.7410
2007le        ;i';54433.12982;14.9480
2007le        ;i';54439.07126;15.3490
2007le        ;i';54454.12516;16.0240
2007le        ;i';54455.12654;16.0380
2007le        ;i';54456.08919;16.1140
2007le        ;i';54457.16454;16.1490
2007le        ;i';54462.16125;16.3640
2007le        ;i';54476.07018;16.8670
2007le        ;i';54483.09679;17.0610
2007nq        ;B ;54401.34853;17.5880
2007nq        ;B ;54402.27623;17.7110
2007nq        ;B ;54404.23862;17.8285
2007nq        ;B ;54405.36712;17.9520
2007nq        ;B ;54406.20744;18.0215
2007nq        ;B ;54407.25580;18.1540
2007nq        ;B ;54408.18866;18.2550
2007nq        ;B ;54411.19712;18.7595
2007nq        ;B ;54412.22165;18.8590
2007nq        ;B ;54415.15991;19.2880
2007nq        ;B ;54416.19048;19.4885
2007nq        ;B ;54419.14726;19.7885
2007nq        ;B ;54433.19151;20.5320
2007nq        ;B ;54440.24988;20.4570
2007nq        ;V ;54401.34552;17.5805
2007nq        ;V ;54402.27138;17.5805
2007nq        ;V ;54404.23378;17.6110
2007nq        ;V ;54405.36243;17.6765
2007nq        ;V ;54406.20258;17.7035
2007nq        ;V ;54407.25079;17.7800
2007nq        ;V ;54408.18381;17.8480
2007nq        ;V ;54411.19224;18.0960
2007nq        ;V ;54412.21679;18.1540
2007nq        ;V ;54415.15505;18.3865
2007nq        ;V ;54416.18561;18.6015
2007nq        ;V ;54419.14240;18.7520
2007nq        ;V ;54427.18056;18.9700
2007nq        ;V ;54429.18263;19.4690
2007nq        ;V ;54433.18607;19.5940
2007nq        ;V ;54440.24500;19.9735
2007nq        ;V ;54461.22449;20.0255
2007nq        ;r';54401.34319;17.4880
2007nq        ;r';54402.26906;17.5240
2007nq        ;r';54404.23146;17.6030
2007nq        ;r';54405.36013;17.6675
2007nq        ;r';54406.20028;17.7665
2007nq        ;r';54407.24846;17.8400
2007nq        ;r';54408.18151;17.8825
2007nq        ;r';54411.18993;18.0510
2007nq        ;r';54412.20928;18.0940
2007nq        ;r';54415.15274;18.1405
2007nq        ;r';54416.18331;18.1990
2007nq        ;r';54419.14008;18.3085
2007nq        ;r';54427.17824;18.8745
2007nq        ;r';54433.18374;19.3890
2007nq        ;r';54440.24268;19.6380
2007nq        ;r';54457.18037;20.3505
2007nq        ;r';54461.22218;20.9675
2007nq        ;i';54401.34088;17.9415
2007nq        ;i';54402.26675;17.9725
2007nq        ;i';54404.22913;18.1790
2007nq        ;i';54405.35782;18.3475
2007nq        ;i';54406.19798;18.3180
2007nq        ;i';54407.24616;18.5030
2007nq        ;i';54408.17919;18.4860
2007nq        ;i';54411.18762;18.5240
2007nq        ;i';54412.21215;18.5455
2007nq        ;i';54415.15042;18.3805
2007nq        ;i';54416.18100;18.3935
2007nq        ;i';54419.13777;18.4380
2007nq        ;i';54427.19730;19.2185
2007nq        ;i';54429.17797;18.9005
2007nq        ;i';54433.18143;19.2570
2007nq        ;i';54440.24037;19.8270
2007nq        ;i';54457.17806;20.3945
2007nq        ;i';54461.21986;20.3550
2007ob        ;B ;54408.11662;17.8500
2007ob        ;B ;54411.11829;18.0680
2007ob        ;B ;54412.13877;18.2090
2007ob        ;B ;54415.20478;18.4490
2007ob        ;B ;54419.13068;19.0305
2007ob        ;B ;54429.08668;19.5655
2007ob        ;B ;54433.10294;20.0230
2007ob        ;B ;54440.23184;20.4640
2007ob        ;B ;54455.09353;20.8300
2007ob        ;B ;54462.12387;20.7500
2007ob        ;V ;54408.11177;17.3300
2007ob        ;V ;54411.11363;17.4870
2007ob        ;V ;54412.13320;17.4580
2007ob        ;V ;54415.20031;17.7175
2007ob        ;V ;54419.12583;18.2065
2007ob        ;V ;54427.09553;18.5880
2007ob        ;V ;54429.08218;18.4845
2007ob        ;V ;54433.09792;18.8370
2007ob        ;V ;54440.22828;19.3805
2007ob        ;V ;54455.08868;19.9020
2007ob        ;V ;54456.10602;19.9890
2007ob        ;V ;54457.15286;19.6790
2007ob        ;V ;54462.12084;19.8845
2007ob        ;r';54408.10944;17.2090
2007ob        ;r';54411.11132;17.3935
2007ob        ;r';54412.13158;17.4510
2007ob        ;r';54415.19799;17.6630
2007ob        ;r';54419.12352;17.8085
2007ob        ;r';54427.09321;17.9090
2007ob        ;r';54429.07986;18.0640
2007ob        ;r';54432.09326;18.3250
2007ob        ;r';54433.09560;18.4080
2007ob        ;r';54440.22596;18.7225
2007ob        ;r';54455.08637;19.3650
2007ob        ;r';54456.10371;20.0260
2007ob        ;r';54457.15054;20.0875
2007ob        ;r';54462.11852;19.4275
2007ob        ;i';54408.10713;17.7220
2007ob        ;i';54411.10900;17.9070
2007ob        ;i';54412.13014;18.0770
2007ob        ;i';54415.19568;18.4190
2007ob        ;i';54419.12121;18.4620
2007ob        ;i';54427.09089;18.1950
2007ob        ;i';54429.07755;18.2230
2007ob        ;i';54433.09329;18.5940
2007ob        ;i';54440.22365;18.7220
2007ob        ;i';54455.08404;19.2240
2007ob        ;i';54456.10141;19.4910
2007ob        ;i';54457.14822;19.9240
2007ob        ;i';54462.11620;19.7200
2007rx        ;B ;54456.16932;16.9010
2007rx        ;B ;54461.24532;17.6920
2007rx        ;B ;54462.17721;17.7205
2007rx        ;B ;54463.10315;17.7885
2007rx        ;B ;54465.11668;17.9695
2007rx        ;B ;54468.11514;18.2245
2007rx        ;B ;54470.14502;18.3585
2007rx        ;B ;54477.15209;18.8120
2007rx        ;B ;54479.08510;18.8850
2007rx        ;B ;54485.08561;18.8545
2007rx        ;B ;54486.13386;19.0025
2007rx        ;V ;54456.16447;16.7570
2007rx        ;V ;54457.11987;16.8400
2007rx        ;V ;54458.18863;16.8945
2007rx        ;V ;54461.24125;17.0690
2007rx        ;V ;54462.17235;17.1060
2007rx        ;V ;54463.09830;17.1160
2007rx        ;V ;54465.11181;17.2425
2007rx        ;V ;54468.11028;17.4330
2007rx        ;V ;54470.14016;17.4870
2007rx        ;V ;54477.14722;17.8565
2007rx        ;V ;54479.08026;17.9575
2007rx        ;V ;54485.08075;18.2025
2007rx        ;V ;54486.12901;18.1350
2007rx        ;r';54456.16216;16.8350
2007rx        ;r';54457.11757;16.8035
2007rx        ;r';54458.18633;16.8880
2007rx        ;r';54461.23894;16.9140
2007rx        ;r';54462.17002;16.9885
2007rx        ;r';54463.09598;17.0230
2007rx        ;r';54465.10950;17.0380
2007rx        ;r';54468.10796;17.1410
2007rx        ;r';54470.13785;17.1960
2007rx        ;r';54477.14491;17.5080
2007rx        ;r';54479.07795;17.6240
2007rx        ;r';54485.07843;17.8230
2007rx        ;r';54486.12669;17.9590
2007rx        ;i';54456.15984;17.1640
2007rx        ;i';54457.11524;17.1530
2007rx        ;i';54458.18402;17.1965
2007rx        ;i';54461.23662;17.2505
2007rx        ;i';54462.16773;17.2125
2007rx        ;i';54463.09367;17.2240
2007rx        ;i';54465.10719;17.2130
2007rx        ;i';54468.10564;17.2390
2007rx        ;i';54470.13553;17.2725
2007rx        ;i';54477.14258;17.4280
2007rx        ;i';54479.07562;17.5135
2007rx        ;i';54485.07612;17.7050
2007rx        ;i';54486.12439;17.8195
2007ss        ;B ;54456.50491;16.4380
2007ss        ;B ;54461.53207;16.9250
2007ss        ;B ;54464.55635;17.0650
2007ss        ;B ;54474.49510;18.3175
2007ss        ;B ;54476.54456;18.5200
2007ss        ;B ;54477.55247;18.6825
2007ss        ;B ;54483.52433;19.2050
2007ss        ;B ;54485.54146;19.1925
2007ss        ;B ;54495.52256;19.6735
2007ss        ;B ;54496.51844;19.5630
2007ss        ;B ;54497.50462;19.4980
2007ss        ;B ;54498.50984;19.5360
2007ss        ;B ;54499.45635;19.7670
2007ss        ;B ;54502.51912;19.7025
2007ss        ;B ;54503.46297;19.6815
2007ss        ;B ;54504.49994;19.7620
2007ss        ;B ;54505.53456;19.7160
2007ss        ;B ;54508.46547;19.9050
2007ss        ;B ;54515.54082;19.7960
2007ss        ;V ;54456.49991;16.0640
2007ss        ;V ;54461.52722;16.2450
2007ss        ;V ;54464.55335;16.4825
2007ss        ;V ;54474.49025;17.0580
2007ss        ;V ;54476.53970;17.2120
2007ss        ;V ;54477.54760;17.2860
2007ss        ;V ;54483.51959;17.7390
2007ss        ;V ;54485.53659;17.9095
2007ss        ;V ;54491.52076;18.1200
2007ss        ;V ;54494.53468;18.3740
2007ss        ;V ;54495.51768;18.2250
2007ss        ;V ;54496.51497;18.5350
2007ss        ;V ;54497.49949;18.3775
2007ss        ;V ;54498.50499;18.3750
2007ss        ;V ;54499.44965;18.6180
2007ss        ;V ;54502.51428;18.4885
2007ss        ;V ;54503.45811;18.4330
2007ss        ;V ;54504.49508;18.4970
2007ss        ;V ;54505.52970;18.6510
2007ss        ;V ;54508.46059;18.6020
2007ss        ;V ;54515.53689;18.8505
2007ss        ;V ;54516.47483;18.7030
2007ss        ;r';54456.49759;15.9440
2007ss        ;r';54461.52491;16.2110
2007ss        ;r';54464.55105;16.5130
2007ss        ;r';54474.48794;16.7230
2007ss        ;r';54476.53738;16.8250
2007ss        ;r';54477.54529;16.8360
2007ss        ;r';54483.51729;17.3270
2007ss        ;r';54491.51847;17.6420
2007ss        ;r';54494.53235;17.8250
2007ss        ;r';54495.51539;17.9640
2007ss        ;r';54496.51264;18.0410
2007ss        ;r';54497.49720;18.1000
2007ss        ;r';54498.50268;18.0780
2007ss        ;r';54499.44734;18.1180
2007ss        ;r';54502.51196;18.1890
2007ss        ;r';54503.45579;18.1830
2007ss        ;r';54504.49277;18.2350
2007ss        ;r';54505.52738;18.2000
2007ss        ;r';54508.45827;18.3915
2007ss        ;r';54515.53456;18.4780
2007ss        ;r';54516.47251;18.5760
2007ss        ;i';54456.49528;16.4720
2007ss        ;i';54461.52259;16.8635
2007ss        ;i';54464.54874;17.2235
2007ss        ;i';54474.48560;16.9915
2007ss        ;i';54476.53507;16.9670
2007ss        ;i';54477.54296;16.9520
2007ss        ;i';54483.51499;17.3485
2007ss        ;i';54485.53198;17.4875
2007ss        ;i';54491.51616;17.9500
2007ss        ;i';54494.53004;18.0955
2007ss        ;i';54495.51308;18.2070
2007ss        ;i';54496.51032;18.3430
2007ss        ;i';54497.49487;18.1035
2007ss        ;i';54498.50037;18.1950
2007ss        ;i';54499.44502;18.1725
2007ss        ;i';54502.50963;18.4180
2007ss        ;i';54503.45348;18.4770
2007ss        ;i';54504.49046;18.5755
2007ss        ;i';54505.52508;18.4915
2007ss        ;i';54508.45596;18.8180
2007ss        ;i';54515.53227;19.2230
2007ss        ;i';54516.47018;19.1665
2007su        ;B ;54465.07685;17.3665
2007su        ;B ;54468.07500;17.5985
2007su        ;B ;54470.07582;17.7750
2007su        ;B ;54477.08484;18.4255
2007su        ;V ;54465.07200;16.9800
2007su        ;V ;54468.07015;17.1170
2007su        ;V ;54470.07095;17.1925
2007su        ;V ;54477.07998;17.6435
2007su        ;V ;54486.09045;18.1130
2007su        ;r';54465.06970;16.8990
2007su        ;r';54468.06782;17.0060
2007su        ;r';54470.06863;17.1570
2007su        ;r';54477.07766;17.5050
2007su        ;r';54486.08815;17.6650
2007su        ;i';54465.06740;17.5460
2007su        ;i';54468.06551;17.6540
2007su        ;i';54470.06632;17.8270
2007su        ;i';54477.07535;18.1610
2007su        ;i';54486.08583;17.9215
2007sw        ;B ;54470.50925;16.3190
2007sw        ;B ;54474.47835;16.5460
2007sw        ;B ;54475.50809;16.6400
2007sw        ;B ;54477.51750;16.7710
2007sw        ;B ;54480.52062;17.1130
2007sw        ;B ;54483.47886;17.4230
2007sw        ;B ;54485.49208;17.9970
2007sw        ;B ;54491.51168;18.7270
2007sw        ;B ;54494.52260;18.5140
2007sw        ;B ;54495.47904;19.0260
2007sw        ;B ;54496.50018;18.6940
2007sw        ;B ;54497.47221;18.8405
2007sw        ;B ;54502.50273;19.1555
2007sw        ;B ;54503.42878;19.1585
2007sw        ;B ;54504.46385;19.2535
2007sw        ;B ;54505.51882;19.2815
2007sw        ;B ;54508.45021;19.1605
2007sw        ;B ;54509.46897;19.3785
2007sw        ;B ;54524.46644;19.2870
2007sw        ;B ;54584.32318;20.4520
2007sw        ;B ;54587.19810;19.9475
2007sw        ;B ;54594.37538;20.3890
2007sw        ;V ;54465.46168;16.3150
2007sw        ;V ;54470.50624;16.2790
2007sw        ;V ;54474.47288;16.3320
2007sw        ;V ;54475.50260;16.3500
2007sw        ;V ;54477.51300;16.4440
2007sw        ;V ;54478.54626;16.5160
2007sw        ;V ;54480.51668;16.5850
2007sw        ;V ;54483.47338;16.8360
2007sw        ;V ;54485.48723;17.0885
2007sw        ;V ;54494.51776;17.3925
2007sw        ;V ;54495.47455;17.4530
2007sw        ;V ;54496.49507;17.5550
2007sw        ;V ;54497.46736;17.6185
2007sw        ;V ;54502.49787;17.8530
2007sw        ;V ;54503.42392;17.9625
2007sw        ;V ;54504.45900;18.0780
2007sw        ;V ;54505.51396;18.1430
2007sw        ;V ;54508.44442;18.3130
2007sw        ;V ;54509.46413;18.2670
2007sw        ;V ;54516.39528;18.4690
2007sw        ;V ;54520.47346;18.6840
2007sw        ;V ;54524.46186;18.8375
2007sw        ;V ;54577.30760;20.1450
2007sw        ;V ;54584.32016;19.7755
2007sw        ;V ;54587.19324;20.2180
2007sw        ;V ;54594.37052;20.2480
2007sw        ;V ;54622.23072;20.6175
2007sw        ;r';54465.45935;16.3040
2007sw        ;r';54470.50391;16.2835
2007sw        ;r';54474.47057;16.3060
2007sw        ;r';54475.50030;16.3850
2007sw        ;r';54477.51071;16.5120
2007sw        ;r';54478.54396;16.5690
2007sw        ;r';54480.51436;16.5940
2007sw        ;r';54483.47106;16.8310
2007sw        ;r';54485.48492;16.8530
2007sw        ;r';54494.51543;16.9385
2007sw        ;r';54495.47222;16.9990
2007sw        ;r';54496.49274;17.0540
2007sw        ;r';54497.46506;17.1540
2007sw        ;r';54502.49554;17.4360
2007sw        ;r';54503.42162;17.5580
2007sw        ;r';54504.45669;17.6990
2007sw        ;r';54505.51164;17.7050
2007sw        ;r';54508.44209;17.7435
2007sw        ;r';54509.46182;17.8710
2007sw        ;r';54516.39298;18.1300
2007sw        ;r';54520.47115;18.3630
2007sw        ;r';54524.45955;18.4690
2007sw        ;r';54570.37700;20.5440
2007sw        ;r';54577.30530;20.0220
2007sw        ;r';54584.31784;20.0015
2007sw        ;r';54587.19093;20.2355
2007sw        ;r';54594.36821;20.4080
2007sw        ;i';54465.45705;16.8615
2007sw        ;i';54470.50161;16.9080
2007sw        ;i';54474.46825;17.0250
2007sw        ;i';54475.49799;17.0970
2007sw        ;i';54477.50838;17.3765
2007sw        ;i';54478.54163;17.4290
2007sw        ;i';54480.51204;17.5865
2007sw        ;i';54483.46876;17.6305
2007sw        ;i';54491.50035;17.2570
2007sw        ;i';54494.51310;17.3420
2007sw        ;i';54495.46992;17.3175
2007sw        ;i';54496.49044;17.3375
2007sw        ;i';54497.46277;17.3630
2007sw        ;i';54502.49323;17.6070
2007sw        ;i';54503.41932;17.5900
2007sw        ;i';54504.45439;17.8025
2007sw        ;i';54505.50934;17.8395
2007sw        ;i';54509.45949;18.1075
2007sw        ;i';54516.39065;18.3225
2007sw        ;i';54520.46883;18.3825
2007sw        ;i';54524.45724;18.7070
2007sw        ;i';54570.37470;19.6225
2007sw        ;i';54584.31552;19.9100
2007sw        ;i';54587.18861;20.1595
2007sw        ;i';54622.22608;20.2995
2007ux        ;B ;54466.52193;17.5750
2007ux        ;B ;54474.45987;18.4365
2007ux        ;B ;54475.42868;18.5565
2007ux        ;B ;54476.45690;18.7035
2007ux        ;B ;54477.40474;18.8730
2007ux        ;B ;54478.35331;19.0755
2007ux        ;B ;54480.43167;19.2925
2007ux        ;B ;54482.47796;19.5860
2007ux        ;B ;54483.30372;19.5640
2007ux        ;B ;54484.38663;19.5955
2007ux        ;B ;54485.52542;19.8100
2007ux        ;B ;54495.38868;20.2480
2007ux        ;B ;54496.38963;20.4540
2007ux        ;B ;54497.42221;20.3105
2007ux        ;B ;54498.36756;20.6225
2007ux        ;B ;54499.40794;20.8595
2007ux        ;B ;54505.46985;21.0055
2007ux        ;B ;54506.46662;21.0515
2007ux        ;B ;54509.37697;20.6555
2007ux        ;B ;54510.38969;20.9175
2007ux        ;B ;54520.32790;21.2150
2007ux        ;B ;54524.33166;21.4720
2007ux        ;V ;54466.51811;17.3860
2007ux        ;V ;54474.45605;17.5980
2007ux        ;V ;54475.42486;17.6970
2007ux        ;V ;54476.45309;17.7775
2007ux        ;V ;54477.40093;17.8900
2007ux        ;V ;54478.34948;17.9750
2007ux        ;V ;54480.42786;18.2010
2007ux        ;V ;54482.47565;18.3600
2007ux        ;V ;54483.29992;18.5140
2007ux        ;V ;54484.38359;18.5680
2007ux        ;V ;54485.52056;18.5700
2007ux        ;V ;54495.38381;19.4920
2007ux        ;V ;54496.38477;19.4540
2007ux        ;V ;54497.41737;19.4280
2007ux        ;V ;54498.36271;19.4270
2007ux        ;V ;54503.37259;19.6890
2007ux        ;V ;54505.46500;19.8920
2007ux        ;V ;54506.46176;19.6980
2007ux        ;V ;54509.37211;19.8510
2007ux        ;V ;54510.38481;19.9410
2007ux        ;V ;54524.32495;20.0430
2007ux        ;V ;54548.25148;20.4610
2007ux        ;V ;54549.26593;20.3330
2007ux        ;r';54466.51649;17.3410
2007ux        ;r';54474.45443;17.5090
2007ux        ;r';54475.42325;17.5940
2007ux        ;r';54476.45148;17.7050
2007ux        ;r';54477.39931;17.6960
2007ux        ;r';54478.34785;17.7660
2007ux        ;r';54480.42625;17.8970
2007ux        ;r';54482.47403;18.0280
2007ux        ;r';54483.29831;18.0310
2007ux        ;r';54484.38129;18.1120
2007ux        ;r';54485.51823;18.2030
2007ux        ;r';54495.38147;19.0080
2007ux        ;r';54496.38247;19.1120
2007ux        ;r';54497.41506;19.0610
2007ux        ;r';54498.36039;19.2590
2007ux        ;r';54499.40259;19.4015
2007ux        ;r';54503.37029;19.5520
2007ux        ;r';54505.46268;19.7020
2007ux        ;r';54506.45943;19.7540
2007ux        ;r';54509.36978;19.7940
2007ux        ;r';54510.38251;19.7190
2007ux        ;r';54520.32259;20.0520
2007ux        ;r';54524.32264;20.1580
2007ux        ;r';54548.24915;20.5540
2007ux        ;i';54466.51488;17.6780
2007ux        ;i';54474.45281;17.9550
2007ux        ;i';54475.42163;18.0700
2007ux        ;i';54476.44984;18.0840
2007ux        ;i';54477.39769;18.1400
2007ux        ;i';54478.34623;18.1490
2007ux        ;i';54480.42463;18.1910
2007ux        ;i';54483.29670;18.0870
2007ux        ;i';54484.37898;18.2320
2007ux        ;i';54485.51591;18.3070
2007ux        ;i';54495.37917;19.1990
2007ux        ;i';54496.38013;19.1200
2007ux        ;i';54498.35808;19.2290
2007ux        ;i';54503.36798;19.2840
2007ux        ;i';54506.45712;19.5350
2007ux        ;i';54509.36745;19.6840
2007ux        ;i';54510.38021;19.7410
2007ux        ;i';54520.32029;20.1600
2007ux        ;i';54524.32034;20.2490
2007ux        ;i';54548.24684;21.0420
2008A         ;B ;54470.09236;17.0975
2008A         ;B ;54476.12210;16.3955
2008A         ;B ;54477.20352;16.3870
2008A         ;B ;54480.07749;16.4100
2008A         ;B ;54510.10330;18.7470
2008A         ;B ;54514.13214;18.9610
2008A         ;B ;54517.11858;19.2385
2008A         ;B ;54520.11873;19.2620
2008A         ;B ;54526.11052;19.3205
2008A         ;V ;54470.08749;17.0645
2008A         ;V ;54476.11817;16.3185
2008A         ;V ;54477.19683;16.2225
2008A         ;V ;54480.07264;16.1350
2008A         ;V ;54491.16654;16.4950
2008A         ;V ;54510.09784;17.7225
2008A         ;V ;54514.12544;17.8610
2008A         ;V ;54517.11462;17.9465
2008A         ;V ;54520.11361;18.0600
2008A         ;V ;54526.10567;18.1745
2008A         ;r';54470.08520;17.0060
2008A         ;r';54476.11586;16.2370
2008A         ;r';54477.19451;16.1505
