Name;Filt;JD;mag;recno
SN2006jc;uvw1;2454131.97;20.11;    1330
SN2006jc;uvw1;2454132.55;20.05;    1331
SN2006jc;uvw1;2454134.90;20.06;    1332
SN2006jc;uvw1;2454136.94;20.46;    1333
SN2006jc;uvw1;2454139.98;20.50;    1334
SN2006jc;uvw1;2454144.76;20.62;    1335
SN2006jc;uvw1;2454147.23;20.69;    1336
SN2006jc;uvw1;2454150.21;20.69;    1337
SN2006jc;uvw1;2454154.20;20.65;    1338
SN2006jc;u   ;2454022.25;13.03;    1339
SN2006jc;u   ;2454025.56;13.27;    1340
SN2006jc;u   ;2454027.67;13.40;    1341
SN2006jc;u   ;2454031.02;13.68;    1342
SN2006jc;u   ;2454033.56;14.03;    1343
SN2006jc;u   ;2454040.74;14.75;    1344
SN2006jc;u   ;2454044.83;15.10;    1345
SN2006jc;u   ;2454048.59;15.37;    1346
SN2006jc;u   ;2454053.32;15.60;    1347
SN2006jc;u   ;2454057.14;15.76;    1348
SN2006jc;u   ;2454061.03;15.92;    1349
SN2006jc;u   ;2454064.07;16.15;    1350
SN2006jc;u   ;2454067.54;16.25;    1351
SN2006jc;u   ;2454071.55;16.49;    1352
SN2006jc;u   ;2454080.13;17.39;    1353
SN2006jc;u   ;2454085.65;18.23;    1354
SN2006jc;u   ;2454089.92;18.82;    1355
SN2006jc;u   ;2454094.05;19.40;    1356
SN2006jc;u   ;2454097.81;19.48;    1357
SN2006jc;u   ;2454102.05;20.06;    1358
SN2006jc;u   ;2454107.07;20.28;    1359
SN2006jc;u   ;2454116.19;20.21;    1360
SN2006jc;u   ;2454127.19;20.38;    1361
SN2006jc;u   ;2454129.80;20.51;    1362
SN2006jc;u   ;2454131.97;19.96;    1363
SN2006jc;u   ;2454132.55;19.99;    1364
SN2006jc;u   ;2454134.90;19.82;    1365
SN2006jc;u   ;2454136.94;20.33;    1366
SN2006jc;u   ;2454139.98;20.33;    1367
SN2006jc;u   ;2454144.76;20.46;    1368
SN2006jc;u   ;2454147.24;20.49;    1369
SN2006jc;u   ;2454150.21;20.47;    1370
SN2006jc;u   ;2454154.20;20.49;    1371
SN2006jc;b   ;2454022.25;14.18;    1372
SN2006jc;b   ;2454025.56;14.39;    1373
SN2006jc;b   ;2454027.67;14.52;    1374
SN2006jc;b   ;2454031.02;14.79;    1375
SN2006jc;b   ;2454033.56;15.07;    1376
SN2006jc;b   ;2454040.74;15.74;    1377
SN2006jc;b   ;2454044.83;16.05;    1378
SN2006jc;b   ;2454048.59;16.39;    1379
SN2006jc;b   ;2454053.32;16.55;    1380
SN2006jc;b   ;2454057.14;16.71;    1381
SN2006jc;b   ;2454061.03;16.95;    1382
SN2006jc;b   ;2454064.07;17.13;    1383
SN2006jc;b   ;2454067.54;17.27;    1384
SN2006jc;b   ;2454071.55;17.51;    1385
SN2006jc;b   ;2454080.13;18.65;    1386
SN2006jc;b   ;2454085.65;19.43;    1387
SN2006jc;b   ;2454089.92;19.69;    1388
SN2006jc;b   ;2454094.05;20.75;    1389
SN2006jc;b   ;2454097.81;20.56;    1390
SN2006jc;b   ;2454102.05;20.51;    1391
SN2006jc;b   ;2454107.07;20.63;    1392
SN2006jc;b   ;2454116.19;20.65;    1393
SN2006jc;b   ;2454127.19;20.71;    1394
SN2006jc;b   ;2454129.80;20.85;    1395
SN2006jc;b   ;2454131.97;20.35;    1396
SN2006jc;b   ;2454132.55;20.35;    1397
SN2006jc;b   ;2454134.90;20.28;    1398
SN2006jc;b   ;2454136.94;20.69;    1399
SN2006jc;b   ;2454139.98;20.62;    1400
SN2006jc;b   ;2454144.76;20.80;    1401
SN2006jc;b   ;2454147.24;20.83;    1402
SN2006jc;b   ;2454150.21;20.80;    1403
SN2006jc;b   ;2454154.20;20.82;    1404
SN2006jc;v   ;2454022.22;14.42;    1405
SN2006jc;v   ;2454025.56;14.63;    1406
SN2006jc;v   ;2454027.68;14.80;    1407
SN2006jc;v   ;2454031.03;15.11;    1408
SN2006jc;v   ;2454033.57;15.38;    1409
SN2006jc;v   ;2454040.74;16.06;    1410
SN2006jc;v   ;2454044.83;16.32;    1411
SN2006jc;v   ;2454048.59;16.59;    1412
SN2006jc;v   ;2454053.32;16.87;    1413
SN2006jc;v   ;2454057.14;17.01;    1414
SN2006jc;v   ;2454061.03;17.14;    1415
SN2006jc;v   ;2454064.07;17.28;    1416
SN2006jc;v   ;2454067.54;17.42;    1417
SN2006jc;v   ;2454071.55;17.63;    1418
SN2006jc;v   ;2454080.14;18.37;    1419
SN2006jc;v   ;2454085.65;19.16;    1420
SN2006jc;v   ;2454089.92;19.61;    1421
SN2006jc;v   ;2454094.04;20.13;    1422
SN2006jc;v   ;2454097.80;20.02;    1423
SN2006jc;v   ;2454102.06;19.67;    1424
SN2006jc;v   ;2454107.07;19.86;    1425
SN2006jc;v   ;2454116.19;19.82;    1426
SN2006jc;v   ;2454127.19;19.94;    1427
SN2006jc;v   ;2454129.81;20.08;    1428
SN2006jc;v   ;2454131.97;19.48;    1429
SN2006jc;v   ;2454132.56;19.58;    1430
SN2006jc;v   ;2454134.90;19.39;    1431
SN2006jc;v   ;2454136.94;19.77;    1432
SN2006jc;v   ;2454139.99;19.83;    1433
SN2006jc;v   ;2454144.76;20.03;    1434
SN2006jc;v   ;2454147.24;20.08;    1435
SN2006jc;v   ;2454150.22;20.04;    1436
SN2006jc;v   ;2454154.21;19.98;    1437
SN2006mr;uvw2;2454047.14;19.09;    1438
SN2006mr;uvw2;2454049.87;18.78;    1439
SN2006mr;uvw2;2454052.95;19.14;    1440
SN2006mr;uvw2;2454053.83;19.39;    1441
SN2006mr;uvw2;2454054.83;19.90;    1442
SN2006mr;uvw2;2454055.84;19.87;    1443
SN2006mr;uvw2;2454059.19;20.18;    1444
SN2006mr;uvw2;2454156.83;20.00;    1445
SN2006mr;uvw2;2454163.35;20.30;    1446
SN2006mr;uvm2;2454047.15;19.00;    1447
SN2006mr;uvm2;2454049.20;19.83;    1448
SN2006mr;uvm2;2454049.88;19.20;    1449
SN2006mr;uvm2;2454052.96;19.47;    1450
SN2006mr;uvm2;2454053.84;19.83;    1451
SN2006mr;uvm2;2454054.83;19.77;    1452
SN2006mr;uvm2;2454156.83;19.71;    1453
SN2006mr;uvm2;2454163.36;20.19;    1454
SN2006mr;uvw1;2454047.13;17.90;    1455
SN2006mr;uvw1;2454049.08;17.84;    1456
SN2006mr;uvw1;2454049.87;17.46;    1457
SN2006mr;uvw1;2454052.95;18.32;    1458
SN2006mr;uvw1;2454053.83;18.12;    1459
SN2006mr;uvw1;2454054.83;18.81;    1460
SN2006mr;uvw1;2454055.84;19.09;    1461
SN2006mr;uvw1;2454059.19;19.22;    1462
SN2006mr;uvw1;2454063.69;19.27;    1463
SN2006mr;uvw1;2454084.15;19.28;    1464
SN2006mr;uvw1;2454085.82;19.11;    1465
SN2006mr;uvw1;2454120.99;19.36;    1466
SN2006mr;uvw1;2454156.82;19.06;    1467
SN2006mr;uvw1;2454163.35;19.34;    1468
SN2007S ;uvw2;2454137.17;19.48;    1469
SN2007S ;uvw2;2454137.34;19.46;    1470
SN2007S ;uvw2;2454137.88;19.20;    1471
SN2007S ;uvw2;2454139.13;19.47;    1472
SN2007S ;uvw2;2454141.58;19.23;    1473
SN2007S ;uvw2;2454145.19;18.96;    1474
SN2007S ;uvw2;2454145.74;19.59;    1475
SN2007S ;uvw2;2454151.34;19.87;    1476
SN2007S ;uvw2;2454157.01;19.70;    1477
SN2007S ;uvw2;2454159.22;19.64;    1478
SN2007S ;uvw2;2454205.01;19.96;    1479
SN2007S ;uvm2;2454137.15;19.44;    1480
SN2007S ;uvm2;2454137.35;19.45;    1481
SN2007S ;uvm2;2454137.82;19.24;    1482
SN2007S ;uvm2;2454139.14;19.37;    1483
SN2007S ;uvm2;2454147.10;19.69;    1484
SN2007S ;uvm2;2454151.34;19.73;    1485
SN2007S ;uvm2;2454205.01;19.78;    1486
SN2007S ;uvw1;2454137.16;18.06;    1487
SN2007S ;uvw1;2454137.32;17.98;    1488
SN2007S ;uvw1;2454137.88;18.14;    1489
SN2007S ;uvw1;2454139.13;17.85;    1490
SN2007S ;uvw1;2454140.61;17.81;    1491
SN2007S ;uvw1;2454141.58;17.70;    1492
SN2007S ;uvw1;2454142.59;17.79;    1493
SN2007S ;uvw1;2454143.59;18.04;    1494
SN2007S ;uvw1;2454145.19;18.05;    1495
SN2007S ;uvw1;2454145.74;18.05;    1496
SN2007S ;uvw1;2454147.11;18.10;    1497
SN2007S ;uvw1;2454147.98;18.21;    1498
SN2007S ;uvw1;2454149.28;18.31;    1499
SN2007S ;uvw1;2454150.17;18.31;    1500
SN2007S ;uvw1;2454151.33;18.76;    1501
SN2007S ;uvw1;2454151.97;18.57;    1502
SN2007S ;uvw1;2454152.90;18.70;    1503
SN2007S ;uvw1;2454153.80;18.87;    1504
SN2007S ;uvw1;2454155.42;18.58;    1505
SN2007S ;uvw1;2454159.22;19.21;    1506
SN2007S ;uvw1;2454164.39;19.71;    1507
SN2007S ;uvw1;2454165.80;19.67;    1508
SN2007S ;uvw1;2454168.80;19.57;    1509
SN2007S ;uvw1;2454172.72;19.78;    1510
SN2007S ;uvw1;2454177.30;19.76;    1511
SN2007S ;uvw1;2454178.45;19.50;    1512
SN2007S ;uvw1;2454181.39;19.79;    1513
SN2007S ;uvw1;2454185.67;19.80;    1514
SN2007S ;uvw1;2454192.93;19.80;    1515
SN2007S ;uvw1;2454205.01;19.77;    1516
SN2007S ;u   ;2454137.16;16.09;    1517
SN2007S ;u   ;2454137.33;16.14;    1518
SN2007S ;u   ;2454137.88;16.15;    1519
SN2007S ;u   ;2454139.13;15.99;    1520
SN2007S ;u   ;2454140.64;15.92;    1521
SN2007S ;u   ;2454142.58;15.83;    1522
SN2007S ;u   ;2454143.59;15.92;    1523
SN2007S ;u   ;2454145.19;15.97;    1524
SN2007S ;u   ;2454145.75;16.05;    1525
SN2007S ;u   ;2454147.98;16.25;    1526
SN2007S ;u   ;2454149.27;16.34;    1527
SN2007S ;u   ;2454150.16;16.38;    1528
SN2007S ;u   ;2454151.33;16.51;    1529
SN2007S ;u   ;2454151.97;16.59;    1530
SN2007S ;u   ;2454152.90;16.65;    1531
SN2007S ;u   ;2454153.80;16.73;    1532
SN2007S ;u   ;2454155.42;16.93;    1533
SN2007S ;u   ;2454159.22;17.48;    1534
SN2007S ;u   ;2454164.38;18.17;    1535
SN2007S ;u   ;2454165.80;18.03;    1536
SN2007S ;u   ;2454168.80;18.32;    1537
SN2007S ;u   ;2454172.73;18.67;    1538
SN2007S ;u   ;2454181.43;19.05;    1539
SN2007S ;u   ;2454185.68;19.03;    1540
SN2007S ;u   ;2454193.03;19.35;    1541
SN2007S ;b   ;2454137.16;16.29;    1542
SN2007S ;b   ;2454137.33;16.23;    1543
SN2007S ;b   ;2454137.88;16.23;    1544
SN2007S ;b   ;2454139.13;16.13;    1545
SN2007S ;b   ;2454140.61;16.02;    1546
SN2007S ;b   ;2454142.58;15.94;    1547
SN2007S ;b   ;2454143.59;15.87;    1548
SN2007S ;b   ;2454145.19;16.02;    1549
SN2007S ;b   ;2454145.75;15.97;    1550
SN2007S ;b   ;2454147.98;16.02;    1551
SN2007S ;b   ;2454149.28;16.01;    1552
SN2007S ;b   ;2454150.16;16.11;    1553
SN2007S ;b   ;2454151.33;16.18;    1554
SN2007S ;b   ;2454151.97;16.16;    1555
SN2007S ;b   ;2454152.90;16.26;    1556
SN2007S ;b   ;2454153.80;16.29;    1557
SN2007S ;b   ;2454155.42;16.42;    1558
SN2007S ;b   ;2454159.22;16.84;    1559
SN2007S ;b   ;2454164.39;17.29;    1560
SN2007S ;b   ;2454165.80;17.41;    1561
SN2007S ;b   ;2454168.80;17.65;    1562
SN2007S ;b   ;2454172.73;17.98;    1563
SN2007S ;b   ;2454177.30;18.48;    1564
SN2007S ;b   ;2454178.45;18.76;    1565
SN2007S ;b   ;2454181.43;18.53;    1566
SN2007S ;b   ;2454185.17;18.63;    1567
SN2007S ;b   ;2454193.03;18.81;    1568
SN2007S ;v   ;2454137.14;15.95;    1569
SN2007S ;v   ;2454137.34;15.91;    1570
SN2007S ;v   ;2454137.88;15.91;    1571
SN2007S ;v   ;2454139.14;15.87;    1572
SN2007S ;v   ;2454140.64;15.65;    1573
SN2007S ;v   ;2454142.58;15.57;    1574
SN2007S ;v   ;2454143.58;15.52;    1575
SN2007S ;v   ;2454145.19;15.60;    1576
SN2007S ;v   ;2454145.74;15.52;    1577
SN2007S ;v   ;2454147.10;15.52;    1578
SN2007S ;v   ;2454147.97;15.53;    1579
SN2007S ;v   ;2454149.27;15.56;    1580
SN2007S ;v   ;2454150.16;15.56;    1581
SN2007S ;v   ;2454151.34;15.63;    1582
SN2007S ;v   ;2454151.97;15.58;    1583
SN2007S ;v   ;2454152.90;15.67;    1584
SN2007S ;v   ;2454153.80;15.68;    1585
SN2007S ;v   ;2454155.42;15.78;    1586
SN2007S ;v   ;2454159.22;16.09;    1587
SN2007S ;v   ;2454164.38;16.33;    1588
SN2007S ;v   ;2454165.80;16.39;    1589
SN2007S ;v   ;2454168.80;16.57;    1590
SN2007S ;v   ;2454172.73;16.68;    1591
SN2007S ;v   ;2454177.31;16.92;    1592
SN2007S ;v   ;2454181.43;17.12;    1593
SN2007S ;v   ;2454185.18;17.46;    1594
SN2007S ;v   ;2454192.70;17.63;    1595
SN2007Y ;uvw2;2454152.48;20.47;    1596
SN2007Y ;uvw2;2454153.59;19.96;    1597
SN2007Y ;uvw2;2454154.72;19.63;    1598
SN2007Y ;uvw2;2454155.83;19.24;    1599
SN2007Y ;uvw2;2454158.20;18.66;    1600
SN2007Y ;uvw2;2454161.64;18.34;    1601
SN2007Y ;uvw2;2454162.63;18.43;    1602
SN2007Y ;uvw2;2454164.39;18.62;    1603
SN2007Y ;uvw2;2454165.97;18.87;    1604
SN2007Y ;uvw2;2454168.44;19.39;    1605
SN2007Y ;uvw2;2454169.62;19.67;    1606
SN2007Y ;uvw2;2454172.17;20.08;    1607
SN2007Y ;uvw2;2454173.56;20.63;    1608
SN2007Y ;uvw2;2454176.08;20.75;    1609
SN2007Y ;uvw2;2454179.92;20.96;    1610
SN2007Y ;uvw2;2454181.86;20.91;    1611
SN2007Y ;uvw2;2454183.87;20.84;    1612
SN2007Y ;uvw2;2454185.75;20.89;    1613
SN2007Y ;uvm2;2454152.49;20.73;    1614
SN2007Y ;uvm2;2454153.59;19.91;    1615
SN2007Y ;uvm2;2454154.72;20.42;    1616
SN2007Y ;uvm2;2454155.83;20.38;    1617
SN2007Y ;uvm2;2454158.20;19.92;    1618
SN2007Y ;uvm2;2454161.64;19.45;    1619
SN2007Y ;uvm2;2454162.63;19.39;    1620
SN2007Y ;uvm2;2454164.39;19.65;    1621
SN2007Y ;uvm2;2454165.97;19.80;    1622
SN2007Y ;uvm2;2454168.45;20.00;    1623
SN2007Y ;uvm2;2454169.62;20.16;    1624
SN2007Y ;uvm2;2454172.17;20.01;    1625
SN2007Y ;uvm2;2454173.56;20.09;    1626
SN2007Y ;uvm2;2454176.08;20.31;    1627
SN2007Y ;uvw1;2454152.48;19.31;    1628
SN2007Y ;uvw1;2454153.58;19.16;    1629
SN2007Y ;uvw1;2454154.71;18.15;    1630
SN2007Y ;uvw1;2454155.82;17.89;    1631
SN2007Y ;uvw1;2454158.19;17.28;    1632
SN2007Y ;uvw1;2454161.64;16.93;    1633
SN2007Y ;uvw1;2454162.62;16.91;    1634
SN2007Y ;uvw1;2454164.39;17.23;    1635
SN2007Y ;uvw1;2454165.97;17.53;    1636
SN2007Y ;uvw1;2454168.44;18.13;    1637
SN2007Y ;uvw1;2454169.61;18.50;    1638
SN2007Y ;uvw1;2454172.17;18.66;    1639
SN2007Y ;uvw1;2454173.56;19.74;    1640
SN2007Y ;uvw1;2454176.08;19.57;    1641
SN2007Y ;uvw1;2454179.93;20.25;    1642
SN2007Y ;uvw1;2454181.87;20.15;    1643
SN2007Y ;uvw1;2454183.87;20.01;    1644
SN2007Y ;uvw1;2454185.76;20.27;    1645
SN2007Y ;u   ;2454152.48;17.00;    1646
SN2007Y ;u   ;2454153.59;16.56;    1647
SN2007Y ;u   ;2454154.71;16.16;    1648
SN2007Y ;u   ;2454155.82;15.84;    1649
SN2007Y ;u   ;2454158.20;15.35;    1650
SN2007Y ;u   ;2454161.64;15.10;    1651
SN2007Y ;u   ;2454162.62;15.10;    1652
SN2007Y ;u   ;2454164.39;15.31;    1653
SN2007Y ;u   ;2454165.97;15.55;    1654
SN2007Y ;u   ;2454168.44;16.36;    1655
SN2007Y ;u   ;2454169.62;16.83;    1656
SN2007Y ;u   ;2454172.17;17.50;    1657
SN2007Y ;u   ;2454173.56;18.02;    1658
SN2007Y ;u   ;2454176.08;18.47;    1659
SN2007Y ;u   ;2454179.93;18.96;    1660
SN2007Y ;u   ;2454181.87;19.05;    1661
SN2007Y ;u   ;2454183.88;19.21;    1662
SN2007Y ;u   ;2454185.76;18.92;    1663
SN2007Y ;b   ;2454152.48;17.01;    1664
SN2007Y ;b   ;2454153.59;16.68;    1665
SN2007Y ;b   ;2454154.71;16.38;    1666
SN2007Y ;b   ;2454155.82;16.21;    1667
SN2007Y ;b   ;2454158.20;15.90;    1668
SN2007Y ;b   ;2454161.64;15.68;    1669
SN2007Y ;b   ;2454162.62;15.66;    1670
SN2007Y ;b   ;2454164.39;15.65;    1671
SN2007Y ;b   ;2454165.97;15.68;    1672
SN2007Y ;b   ;2454168.44;16.03;    1673
SN2007Y ;b   ;2454169.62;16.15;    1674
SN2007Y ;b   ;2454172.17;16.61;    1675
SN2007Y ;b   ;2454173.56;16.83;    1676
SN2007Y ;b   ;2454176.08;17.24;    1677
SN2007Y ;b   ;2454179.93;17.61;    1678
SN2007Y ;b   ;2454181.87;17.61;    1679
SN2007Y ;b   ;2454183.88;17.77;    1680
SN2007Y ;b   ;2454185.76;17.84;    1681
SN2007Y ;v   ;2454152.49;16.59;    1682
SN2007Y ;v   ;2454153.59;16.29;    1683
SN2007Y ;v   ;2454154.72;16.10;    1684
SN2007Y ;v   ;2454155.83;15.97;    1685
SN2007Y ;v   ;2454158.20;15.71;    1686
SN2007Y ;v   ;2454161.64;15.47;    1687
SN2007Y ;v   ;2454162.63;15.46;    1688
SN2007Y ;v   ;2454164.39;15.32;    1689
SN2007Y ;v   ;2454165.97;15.34;    1690
SN2007Y ;v   ;2454168.44;15.47;    1691
SN2007Y ;v   ;2454169.62;15.53;    1692
SN2007Y ;v   ;2454172.17;16.00;    1693
SN2007Y ;v   ;2454173.56;16.02;    1694
SN2007Y ;v   ;2454176.08;16.24;    1695
SN2007Y ;v   ;2454179.92;16.47;    1696
SN2007Y ;v   ;2454181.86;16.53;    1697
SN2007Y ;v   ;2454183.87;16.72;    1698
SN2007Y ;v   ;2454185.75;16.75;    1699
SN2007aa;uvw2;2454156.25;19.75;    1700
SN2007aa;uvw2;2454162.36;19.79;    1701
SN2007aa;uvw2;2454168.43;20.06;    1702
SN2007aa;uvw2;2454184.94;20.34;    1703
SN2007aa;uvm2;2454156.22;19.73;    1704
SN2007aa;uvm2;2454168.44;19.91;    1705
SN2007aa;uvm2;2454184.94;20.07;    1706
SN2007aa;uvw1;2454156.24;18.55;    1707
SN2007aa;uvw1;2454160.87;18.95;    1708
SN2007aa;uvw1;2454162.36;18.62;    1709
SN2007aa;uvw1;2454168.45;19.35;    1710
SN2007aa;uvw1;2454179.61;19.89;    1711
SN2007aa;uvw1;2454184.93;19.46;    1712
SN2007aa;u   ;2454156.25;16.91;    1713
SN2007aa;u   ;2454179.62;18.02;    1714
SN2007aa;u   ;2454184.93;17.90;    1715
SN2007aa;b   ;2454156.25;16.39;    1716
SN2007aa;b   ;2454179.62;16.70;    1717
SN2007aa;b   ;2454184.93;16.69;    1718
SN2007aa;v   ;2454156.25;15.86;    1719
SN2007aa;v   ;2454179.62;15.80;    1720
SN2007aa;v   ;2454184.94;15.75;    1721
SN2007af;uvw2;2454162.35;18.72;    1722
SN2007af;uvw2;2454165.56;17.37;    1723
SN2007af;uvw2;2454170.16;16.33;    1724
SN2007af;uvw2;2454171.13;16.43;    1725
SN2007af;uvw2;2454172.04;16.31;    1726
SN2007af;uvw2;2454172.87;16.32;    1727
SN2007af;uvw2;2454173.54;16.37;    1728
SN2007af;uvw2;2454174.98;16.34;    1729
SN2007af;uvw2;2454176.12;16.44;    1730
SN2007af;uvw2;2454177.05;16.44;    1731
SN2007af;uvw2;2454178.06;16.45;    1732
SN2007af;uvw2;2454179.06;16.64;    1733
SN2007af;uvw2;2454180.07;16.74;    1734
SN2007af;uvw2;2454181.09;16.97;    1735
SN2007af;uvw2;2454181.57;17.07;    1736
SN2007af;uvw2;2454182.87;16.99;    1737
SN2007af;uvw2;2454183.74;17.29;    1738
SN2007af;uvw2;2454184.98;17.49;    1739
SN2007af;uvw2;2454185.88;17.65;    1740
SN2007af;uvw2;2454186.75;17.54;    1741
SN2007af;uvw2;2454187.79;17.71;    1742
SN2007af;uvw2;2454188.79;17.80;    1743
SN2007af;uvw2;2454189.93;18.10;    1744
SN2007af;uvw2;2454191.77;18.10;    1745
SN2007af;uvw2;2454192.95;18.23;    1746
SN2007af;uvw2;2454193.52;18.31;    1747
SN2007af;uvw2;2454196.32;18.74;    1748
SN2007af;uvw2;2454196.77;18.85;    1749
SN2007af;uvw2;2454200.61;19.32;    1750
SN2007af;uvw2;2454202.93;19.13;    1751
SN2007af;uvw2;2454204.95;19.10;    1752
SN2007af;uvw2;2454207.03;19.15;    1753
SN2007af;uvw2;2454209.28;19.27;    1754
SN2007af;uvw2;2454212.30;19.43;    1755
SN2007af;uvw2;2454214.23;19.68;    1756
SN2007af;uvw2;2454215.82;19.36;    1757
SN2007af;uvw2;2454217.79;19.50;    1758
SN2007af;uvw2;2454220.33;20.05;    1759
SN2007af;uvw2;2454224.00;20.02;    1760
SN2007af;uvw2;2454226.18;19.51;    1761
SN2007af;uvw2;2454228.30;19.99;    1762
SN2007af;uvw2;2454231.97;19.94;    1763
SN2007af;uvw2;2454238.44;19.89;    1764
SN2007af;uvw2;2454241.46;19.49;    1765
SN2007af;uvw2;2454244.92;20.17;    1766
SN2007af;uvw2;2454251.82;20.20;    1767
SN2007af;uvw2;2454258.75;20.27;    1768
SN2007af;uvw2;2454269.09;20.24;    1769
SN2007af;uvw2;2454272.94;20.30;    1770
SN2007af;uvw2;2454309.80;20.31;    1771
SN2007af;uvm2;2454162.36;19.90;    1772
SN2007af;uvm2;2454165.57;19.22;    1773
SN2007af;uvm2;2454170.17;17.33;    1774
SN2007af;uvm2;2454171.14;17.14;    1775
SN2007af;uvm2;2454172.04;17.23;    1776
SN2007af;uvm2;2454172.87;17.15;    1777
SN2007af;uvm2;2454173.54;16.95;    1778
SN2007af;uvm2;2454176.11;17.05;    1779
SN2007af;uvm2;2454181.07;17.26;    1780
SN2007af;uvm2;2454181.57;17.60;    1781
SN2007af;uvm2;2454184.98;18.07;    1782
SN2007af;uvm2;2454186.75;18.33;    1783
SN2007af;uvm2;2454187.79;18.21;    1784
SN2007af;uvm2;2454188.79;18.65;    1785
SN2007af;uvm2;2454189.93;18.58;    1786
SN2007af;uvm2;2454191.70;18.15;    1787
SN2007af;uvm2;2454192.95;18.71;    1788
SN2007af;uvm2;2454196.32;19.29;    1789
SN2007af;uvm2;2454196.78;19.15;    1790
SN2007af;uvm2;2454200.61;19.26;    1791
SN2007af;uvm2;2454202.94;19.09;    1792
SN2007af;uvm2;2454204.96;19.20;    1793
SN2007af;uvm2;2454207.03;19.59;    1794
SN2007af;uvm2;2454209.28;19.49;    1795
SN2007af;uvm2;2454212.31;19.70;    1796
SN2007af;uvm2;2454214.24;19.72;    1797
SN2007af;uvm2;2454215.82;19.54;    1798
SN2007af;uvm2;2454217.79;19.73;    1799
SN2007af;uvm2;2454224.00;19.76;    1800
SN2007af;uvm2;2454226.18;19.69;    1801
SN2007af;uvm2;2454228.30;19.46;    1802
SN2007af;uvm2;2454231.98;19.90;    1803
SN2007af;uvm2;2454238.45;19.50;    1804
SN2007af;uvm2;2454241.46;19.11;    1805
SN2007af;uvm2;2454244.92;19.75;    1806
SN2007af;uvm2;2454251.82;19.85;    1807
SN2007af;uvm2;2454258.75;19.96;    1808
SN2007af;uvm2;2454269.09;19.91;    1809
SN2007af;uvm2;2454272.94;19.97;    1810
SN2007af;uvm2;2454302.17;19.96;    1811
SN2007af;uvm2;2454309.80;20.01;    1812
SN2007af;uvw1;2454162.34;17.25;    1813
SN2007af;uvw1;2454165.56;15.66;    1814
SN2007af;uvw1;2454170.16;14.76;    1815
SN2007af;uvw1;2454171.13;14.78;    1816
SN2007af;uvw1;2454172.03;14.67;    1817
SN2007af;uvw1;2454172.87;14.73;    1818
SN2007af;uvw1;2454173.54;14.71;    1819
SN2007af;uvw1;2454176.11;14.97;    1820
SN2007af;uvw1;2454177.05;15.00;    1821
SN2007af;uvw1;2454178.05;15.16;    1822
SN2007af;uvw1;2454179.06;15.22;    1823
SN2007af;uvw1;2454180.06;15.37;    1824
SN2007af;uvw1;2454181.09;15.52;    1825
SN2007af;uvw1;2454181.56;15.61;    1826
SN2007af;uvw1;2454182.86;15.80;    1827
SN2007af;uvw1;2454183.73;15.84;    1828
SN2007af;uvw1;2454184.98;16.02;    1829
SN2007af;uvw1;2454185.88;16.18;    1830
SN2007af;uvw1;2454186.75;16.31;    1831
SN2007af;uvw1;2454187.78;16.35;    1832
SN2007af;uvw1;2454188.78;16.61;    1833
SN2007af;uvw1;2454189.92;16.70;    1834
SN2007af;uvw1;2454191.77;16.89;    1835
SN2007af;uvw1;2454192.94;17.06;    1836
SN2007af;uvw1;2454193.52;17.12;    1837
SN2007af;uvw1;2454196.31;17.37;    1838
SN2007af;uvw1;2454196.77;17.38;    1839
SN2007af;uvw1;2454200.61;17.75;    1840
SN2007af;uvw1;2454202.93;17.88;    1841
SN2007af;uvw1;2454204.95;18.16;    1842
SN2007af;uvw1;2454207.03;18.10;    1843
SN2007af;uvw1;2454209.27;18.12;    1844
SN2007af;uvw1;2454212.30;18.27;    1845
SN2007af;uvw1;2454214.23;18.36;    1846
SN2007af;uvw1;2454215.81;18.61;    1847
SN2007af;uvw1;2454217.79;18.65;    1848
SN2007af;uvw1;2454220.32;18.61;    1849
SN2007af;uvw1;2454224.00;18.85;    1850
SN2007af;uvw1;2454226.17;18.92;    1851
SN2007af;uvw1;2454228.33;19.12;    1852
SN2007af;uvw1;2454231.96;19.08;    1853
SN2007af;uvw1;2454238.43;18.95;    1854
SN2007af;uvw1;2454241.46;19.10;    1855
SN2007af;uvw1;2454244.92;19.51;    1856
SN2007af;uvw1;2454251.82;19.35;    1857
SN2007af;uvw1;2454258.75;19.78;    1858
SN2007af;uvw1;2454269.09;19.92;    1859
SN2007af;uvw1;2454272.94;19.78;    1860
SN2007af;uvw1;2454279.77;20.07;    1861
SN2007af;uvw1;2454293.56;20.03;    1862
SN2007af;uvw1;2454309.79;20.01;    1863
SN2007af;u   ;2454162.34;15.44;    1864
SN2007af;u   ;2454165.56;13.92;    1865
SN2007af;u   ;2454170.16;13.13;    1866
SN2007af;u   ;2454171.13;13.15;    1867
SN2007af;u   ;2454172.03;13.10;    1868
SN2007af;u   ;2454172.87;13.06;    1869
SN2007af;u   ;2454173.54;13.12;    1870
SN2007af;u   ;2454177.05;13.36;    1871
SN2007af;u   ;2454178.05;13.45;    1872
SN2007af;u   ;2454179.06;13.61;    1873
SN2007af;u   ;2454180.06;13.72;    1874
SN2007af;u   ;2454181.09;13.87;    1875
SN2007af;u   ;2454181.57;13.97;    1876
SN2007af;u   ;2454182.87;14.10;    1877
SN2007af;u   ;2454183.73;14.22;    1878
